"48397","macintosh, professor a","1","£135,923.00"
"10578","mckeag, dr d","2","£218,138.00"
"837","banks, professor s","4","£536,845.00"
"26863","carroll, mr d","2","£249,318.00"
"37352","mccarthy, professor i","7","£374,206.00"
"34249","mcclelland, mr d","1","£115,257.00"
"8239","jefferson, dr c","3","£191,023.00"
"69197","roper, dr m","1","£51,112.00"
"13742","russell, professor a","7","£332,836.00"
"27115","byatt-smith, dr j","2","£118,150.00"
"33827","inder, dr r","1","£604,834.00"
"13387","roberts, dr a","1","£42,309.00"
"13688","rowley, dr d","1","£92,262.00"
"1856","brandon, professor p","11","£1,682,887.00"
"9183","larkin, dr m","4","£726,609.00"
"4572","durose, professor k","3","£162,916.00"
"55392","stockenhuber, dr m","2","£98,106.00"
"54036","larsen, mr n","1","£42,359.00"
"117229","stuetz, professor r","3","£501,710.00"
"84896","soper, professor a","1","£50,785.00"
"12188","paul, professor m","8","£429,045.00"
"11472","needham, professor r","2","£270,284.00"
"35946","robb, dr da","1","£112,952.00"
"34701","davis, mr tj","1","£9,645.00"
"22133","hill, dr r","1","£51,081.00"
"28643","orange, mr g","2","£161,282.00"
"58883","howes, mrs j f","1","£87,851.00"
"6102","goodwin, dr j","1","£124,361.00"
"24530","white, professor r","1","£142,437.00"
"43925","ball, mr r","8","£1,220,039.00"
"491","asenov, professor ama","8","£7,939,329.00"
"58355","morris, dr dt","1","£65,067.00"
"53411","grant, professor mh","1","£120,002.00"
"11915","ottewill, professor r","5","£359,538.00"
"34674","phylaktou, dr hn","1","£118,679.00"
"15360","swain, professor s","6","£384,058.00"
"36935","laurenson, dr d","3","£371,480.00"
"30813","christofides, professor n","1","£104,020.00"
"-1481","efstathiou, professor p","1","£77,709.00"
"15213","storey, professor pj","4","£1,679,419.00"
"37975","christou, dr v","1","£99,215.00"
"66105","breese, dr m","2","£968,241.00"
"30483","backhouse, professor c","10","£1,994,758.00"
"37796","lowe, professor m j s","7","£1,275,879.00"
"3126","coggins, professor j r","2","£207,204.00"
"53466","barrar, professor p","4","£414,399.00"
"49750","neely, professor d","1","£298,685.00"
"58565","briarty, dr l","1","£143,956.00"
"10005","main, dr p","1","£259,000.00"
"4861","ellwood, professor d","1","£41,873.00"
"16960","whitfield, professor a","2","£175,706.00"
"803","ballance, dr d","3","£401,604.00"
"32603","grice, dr n","1","£130,663.00"
"50604","masters, dr i","1","£69,153.00"
"11374","murray, professor dw","8","£1,322,932.00"
"2154","bryanston-cross, professor p","3","£397,011.00"
"10259","mason, dr nj","5","£1,850,351.00"
"36990","woodcock, professor jcp","3","£284,584.00"
"7544","holloway, professor j","5","£546,740.00"
"51123","glowacki, professor baj","1","£225,298.00"
"15663","thomas, professor b","4","£403,713.00"
"17062","wilkie, dr j","2","£217,828.00"
"10800","meydan, dr t","8","£639,440.00"
"8745","kennedy, professor jd","6","£877,212.00"
"37379","smith, professor b","2","£288,565.00"
"12699","prassides, professor k","6","£471,550.00"
"8096","iype, dr c","2","£777,208.00"
"54058","mcdoughall, dr a","1","£206,831.00"
"3104","cockayne, professor b","1","£1,165,853.00"
"3289","cooke, professor m","2","£218,445.00"
"44582","sharkh, professor s","2","£316,756.00"
"36938","chambers, professor j","5","£755,054.00"
"9591","littlewood, professor b","12","£1,174,946.00"
"57668","roberts, dr s","1","£229,776.00"
"58217","gilling-smith, mr g","1","£161,234.00"
"48894","cross, dr j","1","£171,980.00"
"15268","stuart, dr a","1","£60,964.00"
"78021","caterson, professor b","1","£425,978.00"
"12809","procter, professor r","1","£75,499.00"
"57841","springford, professor m","16","£2,126,319.00"
"11066","montgomery, mr f","8","£801,658.00"
"37049","alexander, mr j","1","£323,836.00"
"88541","dewar, dr rg","1","£144,439.00"
"37051","bowers, dr r","1","£142,573.00"
"34659","galbraith, professor ram","7","£1,339,572.00"
"7713","howard, professor jak","16","£2,393,452.00"
"14275","shields, professor tj","7","£803,098.00"
"31","abraham, professor r","4","£341,782.00"
"8813","khoshnevisan, dr h","1","£139,284.00"
"13300","riddell, dr f","3","£42,514.00"
"4655","eaton, mr d","1","£104,453.00"
"21420","unwin, professor pr","7","£427,255.00"
"5486","fox, professor m","2","£197,383.00"
"52047","dudarev, dr s","1","£16,000.00"
"50637","woodward, professor pk","2","£146,566.00"
"4700","edwards, professor c","1","£154,254.00"
"5497","fraenkel, professor e","3","£11,495.00"
"28301","halliday, dr ja","3","£296,950.00"
"56620","moir, dr j","1","£79,855.00"
"21897","berman, dr l","1","£119,560.00"
"15272","stuart, professor j","1","£93,034.00"
"27070","gallagher, mr h","2","£1,332,847.00"
"16877","whelan, dr c","3","£273,161.00"
"35339","raines, dr m","3","£303,917.00"
"4719","edwards, professor p","7","£609,971.00"
"29128","dunwoody, professor m","7","£191,828.00"
"49767","hannon, professor ac","1","£142,053.00"
"11885","osbaldestin, professor ah","1","£62,918.00"
"75551","mokhtarzadeh, dr r","1","£69,470.00"
"45016","ocone, professor r","3","£160,067.00"
"37419","hinds, professor ea","7","£2,574,480.00"
"17552","wren, professor a","6","£793,208.00"
"66390","walker, professor sg","1","£15,000.00"
"10897","miller, professor k","3","£1,879,779.00"
"2226","bullock, dr j","1","£15,988.00"
"12321","pericleous, professor a","6","£688,432.00"
"10030","maksym, professor p","6","£267,527.00"
"69331","kozlovski, dr o","1","£42,089.00"
"9163","langley, dr r","3","£356,524.00"
"17386","witz, professor j","3","£354,579.00"
"15753","thompson, professor j","2","£160,164.00"
"76412","thomson, dr mm","1","£128,400.00"
"24943","tanner, professor ke","1","£62,680.00"
"3220","colvin, dr e","2","£304,477.00"
"32348","markarian, professor g","2","£135,505.00"
"11841","oliver, professor n","2","£225,898.00"
"43735","williams, dr jar","3","£594,861.00"
"2253","burch, professor r","18","£2,344,039.00"
"34369","smith, mr m","1","£35,790.00"
"36580","pym, professor d","4","£256,503.00"
"10104","mansfield, professor p","1","£217,987.00"
"40067","gawne, professor dt","10","£844,635.00"
"6780","hardy, dr sj","3","£271,583.00"
"13441","roberts, professor s","7","£571,158.00"
"10548","mcgregor, professor d","5","£571,767.00"
"28803","mothersdale, mrs j","2","£121,091.00"
"323","anderson, professor cw","5","£386,663.00"
"41372","steed, professor jw","1","£23,629.00"
"12535","plaut, dr a","3","£800,654.00"
"355","andonovic, professor i","7","£811,347.00"
"12056","parker, dr jm","1","£142,053.00"
"40812","wilson, professor j","2","£267,432.00"
"14937","spyrou, professor nm","2","£1,120,016.00"
"57632","smith, professor pgr","3","£2,507,694.00"
"15059","stentiford, professor e","2","£139,120.00"
"31879","anderson, professor jc","7","£323,639.00"
"29818","coates, professor r","3","£143,704.00"
"40875","rimmer, dr p","1","£157,177.00"
"1182","bell, professor sej","4","£332,021.00"
"-2448","knowles, professor k","1","£50,256.00"
"32398","armitage, dr a","1","£136,254.00"
"65692","handley, professor j","1","£178,325.00"
"48520","doody, ms c","1","£180,898.00"
"30486","bailey, professor c","4","£561,538.00"
"43594","blyth, dr c","1","£3,093,556.00"
"9138","lancefield, dr d","5","£842,850.00"
"37356","benhadj-dijilali, dr r","1","£119,152.00"
"-181661","bartlett, dr k","1","£135,700.00"
"9691","lonzarich, professor gg","5","£501,187.00"
"5247","firoozian, dr r","2","£171,758.00"
"16280","vernon, dr j","1","£115,000.00"
"16398","walker, professor a","15","£5,338,701.00"
"4239","dixon, professor n","4","£250,054.00"
"45711","ridley, dr a","5","£581,379.00"
"41776","bradley, dr di","3","£1,007,312.00"
"36306","carr, dr c","1","£131,691.00"
"49800","hine, professor jp","2","£387,333.00"
"93796","siebert, dr j","5","£821,760.00"
"41844","huang, professor y","1","£168,985.00"
"11620","nix, dr r","2","£200,345.00"
"17612","wyn-jones, professor e","1","£100,354.00"
"-65132","elliott, professor gf","1","£160,522.00"
"21646","dawson, professor p","8","£1,801,045.00"
"8523","jones, professor r","14","£1,362,166.00"
"5121","fawcett, dr j","4","£564,651.00"
"11690","norton, dr g","5","£477,859.00"
"14874","spedding, professor a","2","£244,785.00"
"3394","cottis, professor ra","5","£415,699.00"
"61437","broderick, dr n","1","£122,015.00"
"87426","rao, professor r","1","£186,494.00"
"48970","honary, professor f","1","£108,593.00"
"3113","cocks, professor ac","11","£1,174,731.00"
"43886","giles, professor m","7","£984,170.00"
"2294","burland, professor j","8","£1,258,755.00"
"34655","garnett, miss n","1","£73,511.00"
"21394","hird, dr m","9","£933,488.00"
"16512","walton, dr d","5","£576,177.00"
"41232","smith, professor nj","3","£207,096.00"
"13057","raynes, dr w","2","£233,067.00"
"1065","baxter, miss l","1","£102,850.00"
"30956","rodgers, mr e","1","£127,890.00"
"49287","parker, dr k","1","£223,325.00"
"15594","tear, dr sp","5","£325,017.00"
"40527","jensen, dr j","1","£172,270.00"
"14935","spurrier, dr j","6","£314,332.00"
"11778","o'neill, professor m","8","£1,897,473.00"
"12239","pearl, dr l","1","£117,500.00"
"12256","pearson, professor d","2","£200,226.00"
"21261","cook, dr g","6","£734,032.00"
"48930","staggs, dr jej","2","£286,024.00"
"32299","polack, dr f","1","£39,212.00"
"75481","martin, professor a","1","£196,153.00"
"254","allen, professor n","1","£147,648.00"
"54564","best, professor s","1","£158,322.00"
"443","armour, professor d","8","£660,144.00"
"38856","fernando, dr us","1","£169,828.00"
"868","barbour, dr i","1","£74,765.00"
"21300","gaskell, professor ph","18","£1,755,080.00"
"38712","kucernak, professor a","4","£692,463.00"
"1425","birdsall, dr d","1","£107,949.00"
"64484","smith, ms j","6","£622,437.00"
"4039","de la rue, emeritus professor r","20","£8,679,990.00"
"14653","smith, professor k","1","£50,225.00"
"6925","harvey, professor a","1","£47,202.00"
"39972","luo, professor z","2","£406,783.00"
"3476","crabb, dr m","1","£2,816.00"
"54770","whittaker, professor dm","8","£985,890.00"
"-215824","bell, professor ar","10","£1,036,407.00"
"66321","cochrane, dr rf","1","£204,770.00"
"56138","shikhmurzaev, professor y","1","£12,000.00"
"32330","lowe, professor d","4","£812,909.00"
"721","baird, dr peg","6","£1,125,270.00"
"682","bailes, professor p","2","£192,875.00"
"17665","yeatman, professor em","3","£360,192.00"
"627","awbi, professor h","2","£237,804.00"
"9674","long, dr c","7","£814,182.00"
"21589","sherriff, dr m","1","£128,872.00"
"31363","culkin, professor n","1","£112,111.00"
"81125","weir, professor d","1","£242,836.00"
"8062","irving, professor ac","1","£74,765.00"
"11510","newborough, professor m","3","£426,859.00"
"42691","wilde, dr c.p.","1","£91,151.00"
"34457","white, mr j","1","£190,890.00"
"15742","thompson, dr p","1","£93,927.00"
"43721","lee, dr kc","2","£172,665.00"
"5118","faulkner, professor t","1","£38,545.00"
"2034","brown, dr c","2","£490,700.00"
"13328","rigden, mr s","1","£60,522.00"
"941","barr, professor a","1","£93,300.00"
"13522","rodenburg, professor jm","3","£1,253,743.00"
"8421","jonathan, professor n","1","£89,839.00"
"1695","bovey, dr jd","1","£130,513.00"
"62698","abu tair, dr a","1","£174,488.00"
"40735","young, professor i","1","£51,942.00"
"6291","green, professor ggr","2","£289,314.00"
"6688","hamnett, professor a","9","£1,180,032.00"
"32519","nix, professor a","4","£748,228.00"
"6655","hamerton, dr i","4","£467,007.00"
"26712","craig, dr p","2","£254,601.00"
"51646","matcher, professor s","1","£127,472.00"
"21649","harder, professor m","6","£385,175.00"
"3819","davenport, professor jh","4","£325,220.00"
"53922","fan, dr is","5","£712,510.00"
"22137","gibbs, professor bm","7","£1,036,851.00"
"70866","leuschel, professor m","1","£424,893.00"
"10394","mcbride, professor j","5","£748,332.00"
"1794","bradford, dr g","5","£1,567,564.00"
"7430","hockey, mrs s","1","£204,159.00"
"11456","neal, professor m","4","£356,979.00"
"22221","spracklen, professor c","1","£126,334.00"
"64999","mitchell, dr sr","1","£512,151.00"
"66059","barrett, mr d","1","£213,767.00"
"43171","johnson, dr m","2","£2,678,243.00"
"14730","smith, professor ir","2","£200,541.00"
"23175","mortimer, professor rj","2","£212,166.00"
"40832","murray, professor b","2","£266,874.00"
"15270","stuart, dr r","1","£128,664.00"
"13176","renouf, professor a","4","£288,483.00"
"37967","braithwaite, professor ns","8","£695,445.00"
"30233","lowry, mr g","1","£138,538.00"
"15617","templer, professor r","7","£805,365.00"
"47555","evans, professor jso","3","£411,012.00"
"44069","stell, dr jg","2","£283,621.00"
"11051","monro, professor d","7","£826,309.00"
"15012","staton-bevan, dr a","2","£909,746.00"
"32796","fradkin, professor l","2","£291,914.00"
"-11804","federighi, dr m","1","£42,285.00"
"2981","clarke, professor dw","7","£1,014,262.00"
"36539","green, professor t","6","£728,560.00"
"3668","cummings, professor a","8","£684,115.00"
"40177","gould, dr ir","4","£432,531.00"
"11980","page, dr c","3","£190,622.00"
"53062","gavaghan, professor d","1","£124,087.00"
"7055","haywood, professor s","10","£1,593,373.00"
"45461","bouchlaghem, professor d","2","£70,945.00"
"13552","rogers, dr s","1","£81,777.00"
"2890","chisholm, professor c","1","£158,319.00"
"34605","mason, professor nj","10","£882,794.00"
"4892","enderby, professor sir j","9","£3,780,340.00"
"41455","parry, professor ao","1","£64,770.00"
"60724","denby, professor b","1","£99,415.00"
"21678","west, professor j","6","£1,770,097.00"
"3518","cropper, dr md","1","£129,361.00"
"29726","eftekhari, dr m","1","£110,368.00"
"11213","morrison, professor r","12","£1,082,450.00"
"4938","evans, professor r","2","£138,630.00"
"1615","bond, mr p","1","£79,640.00"
"35236","o'dowd, professor np","5","£2,968,002.00"
"48640","hasnain, professor s","2","£261,522.00"
"38341","sutcliffe, dr m","4","£672,715.00"
"17326","wiltshire, professor t","2","£215,245.00"
"21581","herrenden harker, dr w","3","£1,795,503.00"
"25062","kimber, dr r","2","£29,819.00"
"42943","soward, professor a","1","£4,782.00"
"29862","sasse, professor ma","5","£619,505.00"
"14442","simons, dr ajh","1","£221,238.00"
"27851","rees, dr das","3","£407,287.00"
"40511","robinson, dr p","2","£365,336.00"
"7979","hyde, professor th","9","£1,201,038.00"
"59501","henson, dr b","1","£53,502.00"
"45687","murdin, professor bn","4","£803,900.00"
"10947","mines, dr raw","2","£102,141.00"
"9521","linden, professor pf","3","£226,784.00"
"69604","barr, dr r","1","£184,655.00"
"31745","cootes, professor tf","4","£683,774.00"
"10249","mason, professor g","5","£799,078.00"
"27740","wilson, professor r","5","£485,351.00"
"51973","gregory, dr k","2","£200,541.00"
"15693","thomas, dr n","1","£145,973.00"
"52082","dowson, dr a","1","£51,533.00"
"8408","johnston, professor c","4","£421,409.00"
"13319","ridley, professor bk","10","£1,044,040.00"
"8259","jelley, dr n","1","£293,736.00"
"42249","dislis, dr c","2","£198,496.00"
"2110","brown, professor s","9","£1,154,870.00"
"11485","nelson, dr a","2","£222,457.00"
"32095","gardiner, dr jm","4","£220,830.00"
"12075","parker, professor g","6","£990,801.00"
"17381","withington, professor s","1","£56,451.00"
"2779","chapman, mr r","3","£435,332.00"
"1545","blow, professor d","1","£24,000.00"
"1633","booker, dr gr","11","£1,211,260.00"
"49979","blount, professor g","2","£148,199.00"
"67996","lambe, dr l","1","£51,657.00"
"7564","holroyd, mr p","2","£324,091.00"
"65753","williams, professor k","1","£182,675.00"
"30785","petre, professor m","3","£377,975.00"
"5680","galliers, professor rd","2","£52,151.00"
"1174","bell, professor kl","4","£2,556,986.00"
"7761","howson, professor m","8","£1,516,364.00"
"-415492","firmin, professor d","1","£53,833.00"
"58863","sexton, professor m","2","£226,036.00"
"718","baird, dr m","1","£44,382.00"
"910","barnes, dr ac","6","£1,204,540.00"
"19483","garvey, dr mj","1","£51,676.00"
"9479","ley, professor s","19","£1,973,064.00"
"17359","winterbone, professor d","7","£845,057.00"
"28050","daemi, dr m","2","£70,884.00"
"12841","pugh-thomas, dr m","2","£71,058.00"
"15236","strange, professor jh","8","£656,840.00"
"17290","wilson, professor t","7","£777,459.00"
"10482","mcdermid, professor ja","13","£2,435,494.00"
"5111","fasol, dr g","1","£70,141.00"
"49476","altman, mr d","1","£139,149.00"
"4332","donnelly, professor s","4","£610,781.00"
"8389","johnson, professor rc","7","£4,489,931.00"
"34686","majumdar, dr a","1","£82,628.00"
"34621","hosea, dr tjc","4","£818,079.00"
"7153","hendley, mr rj","1","£126,658.00"
"4289","dodson, professor ah","1","£181,976.00"
"16980","whittaker, dr d","6","£914,852.00"
"9311","lecomber, professor p","2","£73,663.00"
"17730","yule, professor a","6","£694,427.00"
"22121","myint, dr s","2","£343,447.00"
"39942","leach, dr c","1","£201,469.00"
"-80607","tafreshi, dr a","1","£9,991.00"
"11606","nicole, dr da","4","£854,534.00"
"86","addlesee, dr a","2","£159,821.00"
"537","aspinall, professor pa","3","£362,974.00"
"22131","woods, dr r","4","£312,075.00"
"58952","beedie, dr d","1","£106,784.00"
"29698","butcher, professor j","1","£124,250.00"
"26581","murphy, dr n","1","£131,237.00"
"14889","spence, professor j","2","£294,870.00"
"12320","perham, professor rn","1","£90,364.00"
"6485","gu, professor d","2","£220,833.00"
"1982","brook, mr r","1","£18,789.00"
"7746","howes, professor r","2","£179,020.00"
"1175","bell, dr m","3","£459,029.00"
"32223","jones, mr r","1","£36,089.00"
"25710","gittins, dr j","4","£134,075.00"
"11133","morgan, dr g","2","£123,753.00"
"16836","weston, dr k","1","£67,530.00"
"17371","wiseman, dr m","1","£107,620.00"
"8781","kerr, dr d","9","£819,789.00"
"70796","mitchell, dr j","1","£26,190.00"
"1754","boyd, dr a","2","£138,388.00"
"2694","chadband, dr w","1","£105,678.00"
"48254","cowie, dr b","2","£175,713.00"
"7636","hore, professor pj","1","£187,350.00"
"16707","webb, professor c","4","£374,471.00"
"21376","woodman, professor pg","1","£26,686.00"
"39593","baker, professor rd","1","£139,401.00"
"48497","kadodwala, dr m","3","£515,719.00"
"17345","winlove, professor cp","1","£226,445.00"
"44380","hellgardt, professor k","2","£384,023.00"
"65703","skitmore, professor m","3","£197,008.00"
"48299","blackwood, dr d","4","£267,670.00"
"4135","deravi, dr f","2","£243,665.00"
"37301","goryunov, professor v","4","£25,290.00"
"42061","titchmarsh, professor j","1","£7,863,900.00"
"42473","breen, dr d","1","£171,734.00"
"27398","flemming, dr a","2","£223,347.00"
"7753","howison, professor s","3","£167,173.00"
"72294","snooke, dr n","1","£245,528.00"
"49568","richardson, dr s","1","£314,704.00"
"69341","marrows, professor ch","1","£94,651.00"
"4484","dudek, dr sjm","2","£145,753.00"
"14307","sheppard, dr d","1","£37,321.00"
"28737","carroll, mr a","3","£186,933.00"
"29077","stockton, professor d","4","£569,882.00"
"3459","cox, dr g","2","£189,207.00"
"10585","mckee, professor s","5","£404,934.00"
"35010","nicopoulos, dr v","1","£107,994.00"
"15041","steele, professor r","4","£641,565.00"
"10239","marvin, professor ac","11","£1,230,713.00"
"30240","norman, professor g","2","£213,001.00"
"10285","mathew, dr j","1","£1,101,807.00"
"7293","hill, dr ew","10","£991,071.00"
"15779","thorn, dr m","1","£137,829.00"
"-11490","anderson, professor je","3","£208,334.00"
"16685","way, dr j","1","£121,557.00"
"4424","doyle, dr j","1","£35,858.00"
"52502","best, professor jl","1","£181,801.00"
"25335","pratt, professor c","2","£148,669.00"
"31187","cotter, mr j","2","£127,742.00"
"4865","el-sharif, professor m","1","£158,319.00"
"8877","king, professor p","4","£587,835.00"
"12147","patel, dr m","6","£1,498,089.00"
"40944","carroll, professor j","5","£653,436.00"
"39394","kalin, professor r","4","£670,273.00"
"705","bain, professor c","8","£830,076.00"
"15736","thompson, dr hs","4","£655,194.00"
"12232","pearce, mr c","1","£33,917.00"
"48133","bruce, professor m","4","£290,033.00"
"51385","mcgoldrick, professor pj","1","£136,094.00"
"14765","snape, professor ce","9","£564,218.00"
"45812","hardacre, professor c","2","£494,429.00"
"2022","brown, professor ad","8","£887,043.00"
"9917","mackett, professor r","5","£1,156,783.00"
"12317","perera, professor t","5","£472,452.00"
"10521","mcfarlane, professor w","2","£221,327.00"
"3173","coley, dr k","3","£164,223.00"
"25301","vincent, professor b","11","£578,531.00"
"22389","mciver, dr m","1","£188,854.00"
"12316","peregrine, professor dh","8","£543,869.00"
"17605","wyatt, professor a","7","£1,138,845.00"
"12065","parker, dr tl","1","£223,325.00"
"16505","walters, professor k","10","£996,678.00"
"46159","rich, dr n","1","£100,859.00"
"46265","bowcock, dr p","1","£1,975.00"
"445","armstrong, professor cg","6","£871,485.00"
"6408","griffiths, professor aj","2","£209,589.00"
"39766","mclaren, dr aj","1","£40,917.00"
"6746","hanson, professor o","3","£308,904.00"
"16317","virk, professor gs","4","£248,444.00"
"70384","harris, professor j","1","£227,209.00"
"7758","howse, professor jr","4","£434,320.00"
"46255","lu, dr w","2","£180,620.00"
"70896","de oliveira, dr c","2","£138,920.00"
"768","baldwin, dr a","8","£866,806.00"
"3106","cockcroft, dr jk","3","£374,062.00"
"4960","evans-freeman, professor j","3","£633,104.00"
"-3649","buttar, dr cm","1","£143,604.00"
"6490","guest, professor mf","5","£1,819,378.00"
"2452","cairns, mr a","2","£158,210.00"
"68366","partington, dr d","1","£113,631.00"
"5198","field, professor j","8","£934,436.00"
"12608","popplewell, professor k","4","£685,186.00"
"1641","booth, dr c","7","£440,772.00"
"7865","humphrey, dr p","1","£39,050.00"
"2726","chambers, dr a","6","£597,933.00"
"13426","roberts, mr d","3","£108,834.00"
"21229","conway, dr p","1","£44,487.00"
"31071","cooker, dr m","1","£107,342.00"
"49086","royds, dr j","2","£72,689.00"
"42535","aitken, professor cgg","1","£6,000.00"
"3603","cross, dr r","1","£157,089.00"
"63049","riggs, dr p","1","£165,673.00"
"15129","stewart, professor ia","6","£379,954.00"
"8351","johnson, professor d","5","£623,073.00"
"4842","ellis, mr c","2","£1,030,754.00"
"1172","bell, dr g","1","£81,454.00"
"9832","lyons, dr g","2","£201,280.00"
"3558","cripps, dr r","3","£496,822.00"
"34569","bansal, dr s","1","£165,293.00"
"21813","levermore, professor gj","4","£260,892.00"
"1337","bevis, professor m","12","£2,291,194.00"
"5254","fish, professor p","4","£403,339.00"
"11955","owers-bradley, professor jr","7","£1,067,217.00"
"86750","ward, dr fb","1","£78,232.00"
"50319","lu, dr t","3","£469,744.00"
"78022","duance, professor v","1","£425,978.00"
"10488","mcdonald, professor sir j","5","£498,234.00"
"8024","infield, professor d","6","£668,485.00"
"14808","somekh, professor m","16","£1,639,829.00"
"40092","godby, professor rw","6","£3,467,546.00"
"60915","hill, dr d","9","£1,379,799.00"
"38128","byrne, professor j","1","£119,977.00"
"9250","lawson, dr e","2","£206,699.00"
"11092","moore, dr j","5","£631,626.00"
"41953","kolasinski, dr w","3","£783,377.00"
"5907","gill, dr g","1","£75,000.00"
"76582","milligan, mr g","4","£262,132.00"
"31475","newton, mr j","1","£55,938.00"
"22122","shiono, professor k","5","£655,470.00"
"2169","bryden, dr i","2","£243,946.00"
"11244","moss, dr b","1","£94,146.00"
"6418","griffiths, professor j","6","£742,825.00"
"37665","tew, dr rh","3","£97,956.00"
"5481","fox, professor b","2","£256,469.00"
"36444","wilson, dr ms","2","£448,175.00"
"11888","osborne, dr a","1","£120,746.00"
"1946","brinson, dr p","1","£75,246.00"
"41752","keddie, professor jl","5","£638,321.00"
"4049","de roure, professor d","9","£1,075,331.00"
"31306","meggitt, dr b","1","£93,566.00"
"1985","brooke, dr g","6","£732,802.00"
"49238","hulten, professor ma","2","£170,549.00"
"17437","wood, professor sp","2","£179,735.00"
"12241","pearmain, dr aj","2","£351,457.00"
"48223","crouch, professor r","1","£25,277.00"
"34579","chakrabarti, dr r","1","£59,745.00"
"11870","orpen, professor a","11","£719,274.00"
"5690","gamble, professor hs","11","£1,897,784.00"
"6197","graham, dr j","8","£1,386,003.00"
"2522","campbell, professor m","2","£155,983.00"
"12964","rampton, dr v","4","£4,482,267.00"
"72178","edirisinghe, professor m","12","£881,918.00"
"14869","spear, professor w","2","£73,663.00"
"41036","ward, dr r","2","£77,693.00"
"45178","kinniment, professor d","8","£4,837,861.00"
"3707","curtis, professor rt","4","£21,665.00"
"24593","wilson, dr m","1","£121,887.00"
"15579","taylor, professor g","12","£1,182,765.00"
"41010","gostelow, professor jp","3","£255,761.00"
"36073","clarke, dr t","2","£584,945.00"
"95412","hu, dr z","1","£153,825.00"
"2742","chan, dr j","1","£154,026.00"
"11762","o'kane, mr j","1","£59,191.00"
"5176","fernando, professor gf","9","£714,727.00"
"5585","friend, professor c","2","£368,721.00"
"69461","waterson, dr p","1","£167,220.00"
"5428","forte, dr p","1","£64,392.00"
"16332","voss, professor c","4","£470,816.00"
"16893","whitbread, mr m","1","£42,315.00"
"11293","muirhead, dr cm","5","£7,199,418.00"
"16863","wheatley, professor ad","6","£577,117.00"
"13833","salmon, dr g","1","£29,800.00"
"34677","conner, professor m","2","£247,386.00"
"5724","garigliano, professor r","2","£223,874.00"
