Source	Target	Type	Weight
75	76	Undirected	19.0
75	85	Undirected	8.0
75	113	Undirected	8.0
75	114	Undirected	17.0
75	116	Undirected	11.0
75	117	Undirected	13.0
75	118	Undirected	10.0
75	144	Undirected	2.0
75	168	Undirected	1.0
75	187	Undirected	28.0
76	85	Undirected	14.0
76	113	Undirected	4.0
76	114	Undirected	11.0
76	116	Undirected	14.0
76	117	Undirected	7.0
76	118	Undirected	8.0
76	144	Undirected	1.0
76	168	Undirected	2.0
76	187	Undirected	32.0
85	113	Undirected	5.0
85	114	Undirected	5.0
85	116	Undirected	19.0
85	117	Undirected	7.0
85	118	Undirected	15.0
85	144	Undirected	1.0
85	168	Undirected	1.0
85	187	Undirected	8.0
113	114	Undirected	70.0
113	116	Undirected	21.0
113	117	Undirected	35.0
113	118	Undirected	20.0
113	144	Undirected	8.0
113	168	Undirected	3.0
113	187	Undirected	4.0
114	116	Undirected	38.0
114	117	Undirected	79.0
114	118	Undirected	38.0
114	144	Undirected	18.0
114	168	Undirected	9.0
114	187	Undirected	4.0
116	117	Undirected	58.0
116	118	Undirected	123.0
116	187	Undirected	6.0
117	118	Undirected	33.0
117	144	Undirected	12.0
117	168	Undirected	8.0
117	187	Undirected	4.0
118	144	Undirected	17.0
118	168	Undirected	12.0
118	187	Undirected	6.0
144	187	Undirected	1.0
168	187	Undirected	2.0
114	146	Undirected	35.0
117	146	Undirected	14.0
29	46	Undirected	4.0
29	71	Undirected	7.0
29	110	Undirected	8.0
29	118	Undirected	23.0
29	166	Undirected	5.0
46	71	Undirected	9.0
46	110	Undirected	43.0
46	118	Undirected	26.0
46	166	Undirected	21.0
71	110	Undirected	6.0
71	118	Undirected	28.0
71	166	Undirected	8.0
110	118	Undirected	25.0
110	166	Undirected	12.0
118	166	Undirected	11.0
5	29	Undirected	12.0
5	151	Undirected	5.0
5	173	Undirected	1.0
29	151	Undirected	5.0
29	173	Undirected	3.0
151	173	Undirected	2.0
68	71	Undirected	7.0
68	76	Undirected	6.0
68	158	Undirected	1.0
68	187	Undirected	7.0
71	76	Undirected	9.0
71	158	Undirected	7.0
71	187	Undirected	10.0
76	158	Undirected	2.0
158	187	Undirected	2.0
105	114	Undirected	13.0
105	119	Undirected	8.0
114	119	Undirected	34.0
23	75	Undirected	18.0
76	181	Undirected	10.0
21	46	Undirected	17.0
21	93	Undirected	12.0
21	110	Undirected	13.0
21	166	Undirected	5.0
21	181	Undirected	11.0
46	93	Undirected	11.0
46	181	Undirected	13.0
93	110	Undirected	11.0
93	166	Undirected	2.0
93	181	Undirected	12.0
110	181	Undirected	12.0
166	181	Undirected	3.0
14	66	Undirected	4.0
14	75	Undirected	6.0
14	85	Undirected	10.0
14	188	Undirected	8.0
66	75	Undirected	4.0
66	85	Undirected	2.0
66	188	Undirected	1.0
75	188	Undirected	15.0
85	188	Undirected	21.0
25	129	Undirected	23.0
54	129	Undirected	22.0
88	129	Undirected	20.0
92	129	Undirected	25.0
46	116	Undirected	29.0
46	185	Undirected	6.0
110	116	Undirected	20.0
110	185	Undirected	11.0
118	185	Undirected	22.0
21	39	Undirected	19.0
21	116	Undirected	17.0
39	46	Undirected	7.0
39	116	Undirected	28.0
116	188	Undirected	9.0
118	188	Undirected	12.0
113	143	Undirected	5.0
143	144	Undirected	15.0
13	52	Undirected	2.0
13	63	Undirected	2.0
13	71	Undirected	10.0
13	105	Undirected	3.0
13	118	Undirected	1.0
13	143	Undirected	3.0
13	144	Undirected	7.0
13	145	Undirected	3.0
13	146	Undirected	10.0
13	168	Undirected	1.0
52	63	Undirected	2.0
52	71	Undirected	9.0
52	105	Undirected	3.0
52	118	Undirected	10.0
52	143	Undirected	2.0
52	144	Undirected	4.0
52	145	Undirected	2.0
52	146	Undirected	6.0
52	168	Undirected	3.0
63	71	Undirected	5.0
63	105	Undirected	5.0
63	118	Undirected	1.0
63	143	Undirected	5.0
63	144	Undirected	5.0
63	145	Undirected	3.0
63	146	Undirected	5.0
63	168	Undirected	1.0
71	105	Undirected	7.0
71	143	Undirected	8.0
71	144	Undirected	15.0
71	145	Undirected	4.0
71	146	Undirected	27.0
71	168	Undirected	11.0
105	118	Undirected	7.0
105	143	Undirected	10.0
105	144	Undirected	24.0
105	145	Undirected	19.0
105	146	Undirected	18.0
105	168	Undirected	3.0
118	143	Undirected	6.0
118	145	Undirected	3.0
118	146	Undirected	26.0
143	145	Undirected	6.0
143	146	Undirected	19.0
144	145	Undirected	14.0
145	146	Undirected	16.0
145	168	Undirected	2.0
5	9	Undirected	1.0
5	116	Undirected	13.0
5	118	Undirected	17.0
9	116	Undirected	1.0
9	118	Undirected	1.0
62	97	Undirected	14.0
62	99	Undirected	6.0
97	99	Undirected	13.0
97	170	Undirected	7.0
99	170	Undirected	9.0
99	146	Undirected	7.0
99	166	Undirected	3.0
146	166	Undirected	15.0
25	29	Undirected	12.0
25	118	Undirected	27.0
29	54	Undirected	4.0
29	116	Undirected	13.0
54	116	Undirected	14.0
54	118	Undirected	14.0
23	52	Undirected	6.0
23	62	Undirected	1.0
23	136	Undirected	6.0
23	168	Undirected	1.0
23	170	Undirected	5.0
23	196	Undirected	14.0
52	62	Undirected	2.0
52	136	Undirected	2.0
52	170	Undirected	7.0
52	196	Undirected	5.0
62	196	Undirected	1.0
136	196	Undirected	10.0
168	196	Undirected	1.0
170	196	Undirected	6.0
56	124	Undirected	1.0
71	116	Undirected	21.0
189	201	Undirected	5.0
116	119	Undirected	26.0
117	119	Undirected	23.0
3	48	Undirected	18.0
3	52	Undirected	1.0
3	113	Undirected	1.0
3	114	Undirected	2.0
3	116	Undirected	3.0
3	117	Undirected	6.0
3	119	Undirected	6.0
48	52	Undirected	1.0
48	113	Undirected	2.0
48	114	Undirected	2.0
48	116	Undirected	4.0
48	117	Undirected	3.0
48	119	Undirected	2.0
52	113	Undirected	14.0
52	114	Undirected	27.0
52	116	Undirected	12.0
52	117	Undirected	18.0
52	119	Undirected	12.0
113	119	Undirected	9.0
28	32	Undirected	13.0
28	85	Undirected	1.0
28	185	Undirected	10.0
32	85	Undirected	1.0
32	185	Undirected	6.0
85	185	Undirected	3.0
7	41	Undirected	3.0
7	44	Undirected	14.0
7	62	Undirected	10.0
7	96	Undirected	43.0
7	97	Undirected	24.0
7	98	Undirected	29.0
7	132	Undirected	7.0
7	134	Undirected	7.0
7	135	Undirected	3.0
41	44	Undirected	3.0
41	62	Undirected	2.0
41	96	Undirected	3.0
41	97	Undirected	3.0
41	98	Undirected	1.0
41	132	Undirected	3.0
41	134	Undirected	3.0
41	135	Undirected	3.0
44	62	Undirected	4.0
44	96	Undirected	23.0
44	97	Undirected	18.0
44	98	Undirected	14.0
44	132	Undirected	7.0
44	134	Undirected	4.0
44	135	Undirected	3.0
62	96	Undirected	8.0
62	98	Undirected	9.0
62	132	Undirected	3.0
62	134	Undirected	10.0
62	135	Undirected	2.0
96	97	Undirected	24.0
96	98	Undirected	48.0
96	132	Undirected	12.0
96	134	Undirected	8.0
96	135	Undirected	3.0
97	98	Undirected	13.0
97	132	Undirected	7.0
97	134	Undirected	6.0
97	135	Undirected	3.0
98	132	Undirected	6.0
98	134	Undirected	4.0
98	135	Undirected	1.0
132	134	Undirected	4.0
132	135	Undirected	3.0
134	135	Undirected	3.0
7	86	Undirected	19.0
7	122	Undirected	5.0
7	179	Undirected	16.0
7	194	Undirected	9.0
86	122	Undirected	4.0
86	179	Undirected	28.0
86	194	Undirected	2.0
122	179	Undirected	3.0
122	194	Undirected	2.0
179	194	Undirected	2.0
2	3	Undirected	15.0
2	38	Undirected	14.0
2	77	Undirected	10.0
2	93	Undirected	13.0
2	141	Undirected	5.0
3	38	Undirected	18.0
3	77	Undirected	3.0
3	93	Undirected	16.0
3	141	Undirected	2.0
38	77	Undirected	4.0
38	93	Undirected	16.0
38	141	Undirected	2.0
77	93	Undirected	2.0
77	141	Undirected	5.0
93	141	Undirected	3.0
75	181	Undirected	2.0
25	85	Undirected	15.0
25	188	Undirected	13.0
54	85	Undirected	13.0
54	181	Undirected	7.0
54	188	Undirected	10.0
85	88	Undirected	10.0
85	92	Undirected	9.0
85	129	Undirected	8.0
85	181	Undirected	7.0
88	181	Undirected	7.0
88	188	Undirected	7.0
92	181	Undirected	5.0
92	188	Undirected	8.0
129	181	Undirected	6.0
129	188	Undirected	8.0
181	188	Undirected	10.0
7	42	Undirected	3.0
42	96	Undirected	2.0
3	196	Undirected	10.0
5	25	Undirected	7.0
5	88	Undirected	12.0
12	17	Undirected	2.0
12	23	Undirected	6.0
12	24	Undirected	1.0
12	25	Undirected	5.0
12	54	Undirected	5.0
12	69	Undirected	1.0
12	85	Undirected	6.0
12	88	Undirected	2.0
12	92	Undirected	2.0
12	93	Undirected	1.0
12	116	Undirected	2.0
12	118	Undirected	3.0
12	129	Undirected	2.0
12	133	Undirected	2.0
12	151	Undirected	1.0
12	167	Undirected	2.0
12	173	Undirected	2.0
12	181	Undirected	1.0
12	185	Undirected	1.0
12	188	Undirected	1.0
12	201	Undirected	6.0
17	23	Undirected	2.0
17	24	Undirected	9.0
17	25	Undirected	10.0
17	54	Undirected	6.0
17	69	Undirected	1.0
17	85	Undirected	9.0
17	88	Undirected	5.0
17	92	Undirected	1.0
17	93	Undirected	6.0
17	116	Undirected	28.0
17	118	Undirected	21.0
17	129	Undirected	5.0
17	133	Undirected	1.0
17	151	Undirected	4.0
17	167	Undirected	1.0
17	173	Undirected	1.0
17	181	Undirected	5.0
17	185	Undirected	11.0
17	188	Undirected	3.0
17	201	Undirected	1.0
23	24	Undirected	2.0
23	25	Undirected	3.0
23	54	Undirected	3.0
23	69	Undirected	2.0
23	85	Undirected	7.0
23	88	Undirected	2.0
23	92	Undirected	3.0
23	93	Undirected	1.0
23	116	Undirected	3.0
23	118	Undirected	5.0
23	129	Undirected	3.0
23	133	Undirected	2.0
23	151	Undirected	1.0
23	167	Undirected	3.0
23	173	Undirected	3.0
23	181	Undirected	1.0
23	185	Undirected	1.0
23	188	Undirected	6.0
23	201	Undirected	12.0
24	25	Undirected	8.0
24	54	Undirected	7.0
24	69	Undirected	5.0
24	85	Undirected	12.0
24	88	Undirected	5.0
24	92	Undirected	4.0
24	93	Undirected	2.0
24	116	Undirected	11.0
24	118	Undirected	7.0
24	129	Undirected	4.0
24	133	Undirected	2.0
24	151	Undirected	3.0
24	167	Undirected	5.0
24	173	Undirected	6.0
24	181	Undirected	5.0
24	185	Undirected	2.0
24	188	Undirected	6.0
24	201	Undirected	1.0
25	69	Undirected	9.0
25	93	Undirected	8.0
25	151	Undirected	9.0
25	185	Undirected	11.0
25	201	Undirected	2.0
54	69	Undirected	6.0
54	93	Undirected	1.0
54	151	Undirected	3.0
54	185	Undirected	4.0
54	201	Undirected	3.0
69	88	Undirected	4.0
69	92	Undirected	4.0
69	93	Undirected	1.0
69	129	Undirected	5.0
69	133	Undirected	2.0
69	151	Undirected	4.0
69	167	Undirected	5.0
69	173	Undirected	9.0
69	181	Undirected	3.0
69	185	Undirected	7.0
69	188	Undirected	5.0
69	201	Undirected	1.0
85	93	Undirected	1.0
85	133	Undirected	3.0
85	151	Undirected	3.0
85	167	Undirected	7.0
85	173	Undirected	7.0
85	201	Undirected	9.0
88	93	Undirected	3.0
88	116	Undirected	13.0
88	118	Undirected	13.0
88	151	Undirected	6.0
88	185	Undirected	7.0
88	201	Undirected	2.0
92	93	Undirected	1.0
92	116	Undirected	6.0
92	118	Undirected	8.0
92	151	Undirected	1.0
92	185	Undirected	1.0
92	201	Undirected	2.0
93	116	Undirected	8.0
93	118	Undirected	7.0
93	129	Undirected	3.0
93	133	Undirected	1.0
93	151	Undirected	1.0
93	167	Undirected	2.0
93	173	Undirected	1.0
93	185	Undirected	6.0
93	188	Undirected	1.0
93	201	Undirected	1.0
116	129	Undirected	7.0
116	133	Undirected	2.0
116	151	Undirected	7.0
116	167	Undirected	4.0
116	173	Undirected	7.0
116	201	Undirected	2.0
118	129	Undirected	9.0
118	133	Undirected	3.0
118	151	Undirected	6.0
118	167	Undirected	6.0
118	173	Undirected	8.0
118	181	Undirected	17.0
118	201	Undirected	2.0
129	133	Undirected	10.0
129	151	Undirected	1.0
129	167	Undirected	8.0
129	173	Undirected	6.0
129	185	Undirected	1.0
129	201	Undirected	2.0
133	151	Undirected	1.0
133	181	Undirected	2.0
133	185	Undirected	1.0
133	188	Undirected	2.0
133	201	Undirected	2.0
151	167	Undirected	1.0
151	181	Undirected	2.0
151	185	Undirected	5.0
151	188	Undirected	1.0
151	201	Undirected	1.0
167	181	Undirected	6.0
167	185	Undirected	2.0
167	188	Undirected	6.0
167	201	Undirected	2.0
173	181	Undirected	3.0
173	185	Undirected	1.0
173	188	Undirected	5.0
173	201	Undirected	2.0
181	185	Undirected	2.0
181	201	Undirected	1.0
185	188	Undirected	1.0
185	201	Undirected	1.0
188	201	Undirected	7.0
46	165	Undirected	10.0
110	165	Undirected	9.0
118	165	Undirected	5.0
17	76	Undirected	10.0
25	76	Undirected	4.0
76	93	Undirected	1.0
76	185	Undirected	2.0
28	64	Undirected	3.0
28	118	Undirected	15.0
64	118	Undirected	8.0
46	74	Undirected	3.0
74	118	Undirected	3.0
25	30	Undirected	4.0
25	48	Undirected	1.0
25	179	Undirected	1.0
30	48	Undirected	1.0
30	88	Undirected	4.0
30	116	Undirected	6.0
30	118	Undirected	4.0
30	179	Undirected	1.0
30	185	Undirected	2.0
48	88	Undirected	1.0
48	118	Undirected	4.0
48	179	Undirected	4.0
48	185	Undirected	1.0
88	179	Undirected	1.0
116	179	Undirected	2.0
118	179	Undirected	1.0
179	185	Undirected	1.0
5	21	Undirected	1.0
5	106	Undirected	1.0
5	171	Undirected	1.0
21	88	Undirected	7.0
21	106	Undirected	6.0
21	171	Undirected	6.0
88	106	Undirected	8.0
88	171	Undirected	6.0
106	171	Undirected	7.0
17	18	Undirected	13.0
17	126	Undirected	9.0
18	64	Undirected	4.0
18	124	Undirected	13.0
18	126	Undirected	9.0
64	126	Undirected	10.0
124	126	Undirected	31.0
17	113	Undirected	9.0
96	114	Undirected	7.0
96	119	Undirected	4.0
96	124	Undirected	7.0
97	114	Undirected	14.0
97	119	Undirected	15.0
97	124	Undirected	11.0
98	114	Undirected	13.0
98	119	Undirected	4.0
98	124	Undirected	14.0
114	124	Undirected	16.0
119	124	Undirected	10.0
5	17	Undirected	4.0
5	24	Undirected	4.0
5	71	Undirected	9.0
5	76	Undirected	5.0
5	77	Undirected	4.0
5	85	Undirected	4.0
5	97	Undirected	5.0
5	99	Undirected	26.0
5	113	Undirected	5.0
5	114	Undirected	6.0
5	117	Undirected	7.0
5	119	Undirected	3.0
5	124	Undirected	13.0
5	142	Undirected	3.0
5	193	Undirected	6.0
17	71	Undirected	3.0
17	77	Undirected	8.0
17	97	Undirected	4.0
17	114	Undirected	16.0
17	117	Undirected	8.0
17	119	Undirected	8.0
17	142	Undirected	8.0
24	71	Undirected	1.0
24	76	Undirected	13.0
24	77	Undirected	8.0
24	97	Undirected	3.0
24	99	Undirected	9.0
24	113	Undirected	4.0
24	114	Undirected	6.0
24	117	Undirected	4.0
24	119	Undirected	11.0
24	124	Undirected	4.0
24	142	Undirected	8.0
24	193	Undirected	8.0
71	77	Undirected	3.0
71	85	Undirected	1.0
71	97	Undirected	2.0
71	99	Undirected	5.0
71	113	Undirected	19.0
71	114	Undirected	36.0
71	117	Undirected	25.0
71	119	Undirected	4.0
71	124	Undirected	10.0
71	142	Undirected	1.0
71	193	Undirected	1.0
76	77	Undirected	8.0
76	97	Undirected	3.0
76	99	Undirected	9.0
76	119	Undirected	8.0
76	124	Undirected	4.0
76	142	Undirected	8.0
76	193	Undirected	8.0
77	85	Undirected	8.0
77	97	Undirected	5.0
77	99	Undirected	9.0
77	113	Undirected	6.0
77	114	Undirected	14.0
77	116	Undirected	14.0
77	117	Undirected	11.0
77	119	Undirected	18.0
77	124	Undirected	4.0
77	142	Undirected	8.0
77	193	Undirected	8.0
85	97	Undirected	4.0
85	99	Undirected	9.0
85	119	Undirected	8.0
85	124	Undirected	3.0
85	142	Undirected	8.0
85	193	Undirected	8.0
97	113	Undirected	4.0
97	116	Undirected	4.0
97	117	Undirected	4.0
97	142	Undirected	3.0
97	193	Undirected	6.0
99	113	Undirected	5.0
99	114	Undirected	10.0
99	116	Undirected	15.0
99	117	Undirected	10.0
99	119	Undirected	16.0
99	142	Undirected	8.0
113	124	Undirected	4.0
113	142	Undirected	2.0
113	193	Undirected	5.0
114	142	Undirected	3.0
114	193	Undirected	8.0
116	124	Undirected	11.0
116	142	Undirected	8.0
116	193	Undirected	15.0
117	124	Undirected	11.0
117	142	Undirected	3.0
117	193	Undirected	5.0
119	142	Undirected	8.0
119	193	Undirected	8.0
124	142	Undirected	3.0
142	193	Undirected	8.0
7	45	Undirected	4.0
7	71	Undirected	4.0
7	136	Undirected	28.0
7	148	Undirected	2.0
7	198	Undirected	1.0
45	71	Undirected	12.0
45	86	Undirected	27.0
45	98	Undirected	7.0
45	136	Undirected	23.0
45	148	Undirected	11.0
45	179	Undirected	20.0
45	198	Undirected	4.0
71	86	Undirected	5.0
71	98	Undirected	4.0
71	136	Undirected	11.0
71	148	Undirected	7.0
71	179	Undirected	8.0
71	198	Undirected	2.0
86	98	Undirected	15.0
86	136	Undirected	22.0
86	148	Undirected	5.0
86	198	Undirected	3.0
98	136	Undirected	36.0
98	148	Undirected	2.0
98	179	Undirected	15.0
98	198	Undirected	1.0
136	148	Undirected	9.0
136	179	Undirected	24.0
136	198	Undirected	3.0
148	179	Undirected	10.0
148	198	Undirected	3.0
179	198	Undirected	3.0
76	146	Undirected	7.0
52	97	Undirected	6.0
49	113	Undirected	19.0
49	114	Undirected	18.0
113	170	Undirected	14.0
114	170	Undirected	14.0
52	53	Undirected	6.0
18	113	Undirected	2.0
18	114	Undirected	5.0
18	193	Undirected	5.0
64	113	Undirected	7.0
64	114	Undirected	9.0
7	130	Undirected	14.0
7	172	Undirected	5.0
62	130	Undirected	2.0
62	172	Undirected	1.0
62	179	Undirected	1.0
96	130	Undirected	23.0
96	136	Undirected	27.0
96	172	Undirected	5.0
96	179	Undirected	14.0
98	130	Undirected	30.0
98	172	Undirected	5.0
130	134	Undirected	2.0
130	136	Undirected	19.0
130	172	Undirected	2.0
130	179	Undirected	7.0
134	136	Undirected	2.0
134	172	Undirected	1.0
134	179	Undirected	1.0
136	172	Undirected	3.0
172	179	Undirected	1.0
64	116	Undirected	8.0
2	49	Undirected	6.0
2	113	Undirected	2.0
2	139	Undirected	7.0
2	182	Undirected	2.0
49	77	Undirected	6.0
49	139	Undirected	6.0
49	141	Undirected	2.0
49	182	Undirected	5.0
77	139	Undirected	7.0
77	182	Undirected	2.0
113	139	Undirected	2.0
113	141	Undirected	2.0
113	182	Undirected	5.0
139	141	Undirected	43.0
139	182	Undirected	37.0
141	182	Undirected	37.0
40	49	Undirected	3.0
40	136	Undirected	13.0
40	190	Undirected	1.0
40	191	Undirected	2.0
49	190	Undirected	1.0
49	191	Undirected	1.0
136	190	Undirected	2.0
136	191	Undirected	1.0
190	191	Undirected	1.0
28	88	Undirected	7.0
71	74	Undirected	4.0
74	113	Undirected	4.0
74	114	Undirected	10.0
74	117	Undirected	8.0
87	106	Undirected	1.0
7	12	Undirected	1.0
7	23	Undirected	1.0
7	66	Undirected	3.0
7	85	Undirected	1.0
7	109	Undirected	1.0
7	111	Undirected	4.0
7	156	Undirected	1.0
7	182	Undirected	18.0
7	201	Undirected	3.0
12	66	Undirected	1.0
12	96	Undirected	2.0
12	98	Undirected	2.0
12	109	Undirected	2.0
12	111	Undirected	1.0
12	130	Undirected	2.0
12	136	Undirected	1.0
12	156	Undirected	2.0
12	179	Undirected	1.0
12	182	Undirected	1.0
23	66	Undirected	1.0
23	96	Undirected	6.0
23	98	Undirected	12.0
23	109	Undirected	2.0
23	111	Undirected	3.0
23	130	Undirected	9.0
23	156	Undirected	2.0
23	179	Undirected	1.0
23	182	Undirected	2.0
66	96	Undirected	3.0
66	98	Undirected	1.0
66	109	Undirected	1.0
66	111	Undirected	3.0
66	130	Undirected	1.0
66	136	Undirected	3.0
66	156	Undirected	1.0
66	179	Undirected	3.0
66	182	Undirected	3.0
66	201	Undirected	1.0
85	96	Undirected	2.0
85	98	Undirected	3.0
85	109	Undirected	2.0
85	111	Undirected	2.0
85	130	Undirected	3.0
85	136	Undirected	2.0
85	156	Undirected	2.0
85	179	Undirected	1.0
85	182	Undirected	1.0
96	109	Undirected	3.0
96	111	Undirected	7.0
96	156	Undirected	3.0
96	182	Undirected	9.0
96	201	Undirected	5.0
98	109	Undirected	3.0
98	111	Undirected	4.0
98	156	Undirected	3.0
98	182	Undirected	17.0
98	201	Undirected	4.0
109	111	Undirected	1.0
109	130	Undirected	3.0
109	136	Undirected	1.0
109	156	Undirected	3.0
109	179	Undirected	1.0
109	182	Undirected	1.0
109	201	Undirected	2.0
111	130	Undirected	2.0
111	136	Undirected	12.0
111	156	Undirected	1.0
111	179	Undirected	4.0
111	182	Undirected	3.0
111	201	Undirected	8.0
130	156	Undirected	3.0
130	182	Undirected	8.0
130	201	Undirected	4.0
136	156	Undirected	1.0
136	182	Undirected	15.0
136	201	Undirected	9.0
156	179	Undirected	1.0
156	182	Undirected	1.0
156	201	Undirected	2.0
179	182	Undirected	6.0
179	201	Undirected	2.0
182	201	Undirected	3.0
45	96	Undirected	3.0
45	130	Undirected	3.0
45	168	Undirected	2.0
86	96	Undirected	11.0
86	130	Undirected	9.0
86	168	Undirected	2.0
96	168	Undirected	4.0
98	168	Undirected	5.0
130	168	Undirected	5.0
168	179	Undirected	1.0
75	77	Undirected	1.0
12	44	Undirected	1.0
12	97	Undirected	1.0
12	132	Undirected	1.0
23	44	Undirected	3.0
23	97	Undirected	2.0
23	132	Undirected	1.0
44	85	Undirected	1.0
44	109	Undirected	1.0
44	130	Undirected	4.0
44	156	Undirected	1.0
44	201	Undirected	2.0
85	132	Undirected	1.0
97	109	Undirected	1.0
97	130	Undirected	5.0
97	156	Undirected	1.0
97	201	Undirected	1.0
109	132	Undirected	1.0
130	132	Undirected	3.0
132	156	Undirected	1.0
132	201	Undirected	1.0
73	75	Undirected	4.0
73	202	Undirected	6.0
75	202	Undirected	4.0
14	24	Undirected	4.0
14	38	Undirected	3.0
14	72	Undirected	8.0
14	119	Undirected	1.0
14	160	Undirected	4.0
24	38	Undirected	5.0
24	66	Undirected	1.0
24	72	Undirected	7.0
24	75	Undirected	3.0
24	160	Undirected	5.0
38	66	Undirected	1.0
38	72	Undirected	13.0
38	75	Undirected	6.0
38	119	Undirected	11.0
38	160	Undirected	11.0
66	72	Undirected	1.0
66	119	Undirected	1.0
66	160	Undirected	1.0
72	75	Undirected	11.0
72	119	Undirected	12.0
72	160	Undirected	19.0
75	119	Undirected	1.0
75	160	Undirected	3.0
119	160	Undirected	11.0
181	187	Undirected	2.0
34	73	Undirected	4.0
2	82	Undirected	5.0
2	129	Undirected	3.0
3	82	Undirected	10.0
3	129	Undirected	2.0
38	82	Undirected	14.0
38	129	Undirected	3.0
82	93	Undirected	5.0
82	129	Undirected	10.0
30	184	Undirected	12.0
25	28	Undirected	9.0
25	99	Undirected	6.0
28	99	Undirected	13.0
28	116	Undirected	17.0
28	151	Undirected	10.0
88	99	Undirected	5.0
99	118	Undirected	10.0
99	151	Undirected	10.0
38	54	Undirected	1.0
38	71	Undirected	1.0
38	105	Undirected	2.0
38	113	Undirected	1.0
38	114	Undirected	4.0
38	117	Undirected	2.0
54	71	Undirected	5.0
54	72	Undirected	3.0
54	105	Undirected	2.0
54	113	Undirected	14.0
54	117	Undirected	11.0
