Source	Target	Type	Weight
33	77	Undirected	10.0
57	58	Undirected	20.0
58	121	Undirected	44.0
6	67	Undirected	15.0
6	106	Undirected	8.0
9	67	Undirected	17.0
9	106	Undirected	69.0
67	92	Undirected	2.0
92	106	Undirected	41.0
106	155	Undirected	3.0
67	182	Undirected	35.0
147	155	Undirected	7.0
154	213	Undirected	1.0
182	213	Undirected	2.0
142	194	Undirected	14.0
147	194	Undirected	42.0
194	205	Undirected	3.0
20	124	Undirected	5.0
9	58	Undirected	13.0
9	92	Undirected	50.0
9	194	Undirected	31.0
54	92	Undirected	15.0
54	155	Undirected	4.0
58	74	Undirected	1.0
58	130	Undirected	1.0
58	194	Undirected	2.0
74	130	Undirected	1.0
74	194	Undirected	1.0
92	155	Undirected	6.0
130	194	Undirected	7.0
154	157	Undirected	34.0
154	178	Undirected	12.0
24	178	Undirected	8.0
118	124	Undirected	33.0
124	177	Undirected	4.0
177	178	Undirected	10.0
53	88	Undirected	19.0
24	49	Undirected	1.0
24	106	Undirected	9.0
24	152	Undirected	2.0
44	49	Undirected	1.0
44	60	Undirected	1.0
44	106	Undirected	9.0
44	124	Undirected	46.0
49	51	Undirected	2.0
49	100	Undirected	3.0
49	118	Undirected	1.0
49	126	Undirected	2.0
49	196	Undirected	1.0
51	106	Undirected	2.0
51	126	Undirected	41.0
60	106	Undirected	30.0
60	124	Undirected	4.0
60	152	Undirected	3.0
100	106	Undirected	3.0
100	124	Undirected	15.0
100	152	Undirected	4.0
106	124	Undirected	5.0
106	152	Undirected	6.0
118	126	Undirected	35.0
124	196	Undirected	28.0
126	196	Undirected	29.0
29	160	Undirected	11.0
75	91	Undirected	12.0
75	126	Undirected	27.0
81	125	Undirected	15.0
91	126	Undirected	28.0
33	126	Undirected	26.0
19	25	Undirected	7.0
34	124	Undirected	23.0
81	124	Undirected	14.0
125	160	Undirected	10.0
77	121	Undirected	37.0
6	77	Undirected	12.0
6	155	Undirected	22.0
15	33	Undirected	8.0
15	107	Undirected	2.0
15	140	Undirected	4.0
15	184	Undirected	2.0
33	107	Undirected	17.0
33	140	Undirected	4.0
33	156	Undirected	6.0
33	184	Undirected	3.0
34	77	Undirected	10.0
34	155	Undirected	3.0
34	157	Undirected	4.0
67	107	Undirected	8.0
67	140	Undirected	13.0
67	157	Undirected	16.0
77	107	Undirected	9.0
77	155	Undirected	22.0
107	140	Undirected	7.0
107	156	Undirected	2.0
107	184	Undirected	12.0
113	156	Undirected	30.0
140	156	Undirected	10.0
155	157	Undirected	58.0
156	184	Undirected	2.0
14	29	Undirected	8.0
25	122	Undirected	22.0
60	122	Undirected	9.0
29	196	Undirected	20.0
59	91	Undirected	19.0
59	203	Undirected	15.0
91	140	Undirected	10.0
91	196	Undirected	11.0
94	140	Undirected	34.0
99	196	Undirected	7.0
140	179	Undirected	10.0
140	203	Undirected	10.0
179	203	Undirected	8.0
59	140	Undirected	38.0
157	196	Undirected	28.0
59	196	Undirected	12.0
94	196	Undirected	10.0
140	196	Undirected	7.0
67	156	Undirected	10.0
156	157	Undirected	23.0
6	147	Undirected	4.0
81	107	Undirected	6.0
81	147	Undirected	12.0
81	155	Undirected	2.0
107	121	Undirected	6.0
107	154	Undirected	2.0
107	157	Undirected	8.0
113	147	Undirected	1.0
121	147	Undirected	13.0
121	155	Undirected	11.0
122	154	Undirected	10.0
122	157	Undirected	50.0
24	113	Undirected	10.0
24	166	Undirected	7.0
113	166	Undirected	7.0
9	17	Undirected	7.0
9	54	Undirected	23.0
9	142	Undirected	10.0
9	148	Undirected	8.0
9	204	Undirected	2.0
17	54	Undirected	1.0
17	92	Undirected	5.0
17	121	Undirected	1.0
17	142	Undirected	1.0
17	148	Undirected	4.0
17	204	Undirected	3.0
45	58	Undirected	12.0
45	106	Undirected	22.0
45	122	Undirected	6.0
45	147	Undirected	24.0
45	181	Undirected	1.0
54	58	Undirected	21.0
54	122	Undirected	30.0
54	147	Undirected	20.0
54	181	Undirected	1.0
58	92	Undirected	5.0
58	142	Undirected	6.0
58	148	Undirected	1.0
58	204	Undirected	3.0
92	122	Undirected	2.0
92	147	Undirected	55.0
92	181	Undirected	1.0
106	121	Undirected	27.0
106	147	Undirected	77.0
106	181	Undirected	1.0
121	142	Undirected	8.0
121	181	Undirected	1.0
122	142	Undirected	5.0
122	148	Undirected	1.0
142	147	Undirected	26.0
142	204	Undirected	1.0
147	181	Undirected	1.0
148	181	Undirected	1.0
181	204	Undirected	1.0
69	133	Undirected	35.0
54	204	Undirected	4.0
103	213	Undirected	10.0
49	213	Undirected	5.0
107	125	Undirected	15.0
107	166	Undirected	2.0
125	166	Undirected	2.0
77	126	Undirected	51.0
124	178	Undirected	20.0
157	178	Undirected	30.0
92	142	Undirected	16.0
147	171	Undirected	5.0
107	162	Undirected	13.0
92	152	Undirected	4.0
129	152	Undirected	57.0
6	57	Undirected	2.0
6	124	Undirected	28.0
57	121	Undirected	29.0
57	126	Undirected	12.0
107	126	Undirected	17.0
124	155	Undirected	25.0
122	200	Undirected	10.0
57	104	Undirected	7.0
57	127	Undirected	20.0
76	114	Undirected	1.0
76	124	Undirected	6.0
76	182	Undirected	8.0
114	118	Undirected	5.0
114	126	Undirected	1.0
114	200	Undirected	5.0
118	200	Undirected	14.0
126	200	Undirected	28.0
76	125	Undirected	4.0
122	182	Undirected	15.0
125	182	Undirected	12.0
16	59	Undirected	13.0
16	94	Undirected	4.0
16	126	Undirected	8.0
16	179	Undirected	5.0
29	179	Undirected	29.0
91	99	Undirected	11.0
94	203	Undirected	10.0
126	140	Undirected	15.0
122	162	Undirected	4.0
9	113	Undirected	1.0
9	125	Undirected	3.0
9	135	Undirected	6.0
9	155	Undirected	7.0
54	67	Undirected	2.0
54	106	Undirected	26.0
54	133	Undirected	2.0
54	140	Undirected	1.0
54	157	Undirected	3.0
67	75	Undirected	1.0
67	113	Undirected	10.0
67	135	Undirected	2.0
75	106	Undirected	3.0
75	122	Undirected	7.0
75	155	Undirected	2.0
75	157	Undirected	2.0
106	125	Undirected	2.0
106	140	Undirected	19.0
106	157	Undirected	5.0
113	122	Undirected	18.0
113	140	Undirected	10.0
122	156	Undirected	5.0
125	133	Undirected	19.0
125	155	Undirected	20.0
133	135	Undirected	64.0
133	155	Undirected	9.0
133	157	Undirected	11.0
135	140	Undirected	6.0
135	156	Undirected	1.0
135	184	Undirected	14.0
140	184	Undirected	5.0
9	46	Undirected	3.0
9	143	Undirected	8.0
9	146	Undirected	3.0
46	67	Undirected	2.0
46	104	Undirected	3.0
46	143	Undirected	3.0
46	146	Undirected	3.0
49	103	Undirected	44.0
49	145	Undirected	5.0
67	103	Undirected	14.0
67	143	Undirected	3.0
67	146	Undirected	2.0
103	145	Undirected	15.0
104	143	Undirected	11.0
104	146	Undirected	3.0
106	145	Undirected	6.0
143	145	Undirected	4.0
145	146	Undirected	3.0
8	49	Undirected	2.0
8	66	Undirected	2.0
8	104	Undirected	2.0
8	149	Undirected	2.0
20	49	Undirected	5.0
20	66	Undirected	2.0
20	104	Undirected	9.0
20	149	Undirected	2.0
49	65	Undirected	4.0
49	104	Undirected	40.0
49	207	Undirected	2.0
65	103	Undirected	4.0
65	143	Undirected	3.0
65	207	Undirected	2.0
66	104	Undirected	2.0
66	149	Undirected	3.0
103	143	Undirected	12.0
104	149	Undirected	4.0
143	149	Undirected	6.0
149	207	Undirected	2.0
79	218	Undirected	8.0
9	121	Undirected	7.0
9	184	Undirected	28.0
20	121	Undirected	4.0
20	135	Undirected	18.0
20	184	Undirected	13.0
103	133	Undirected	12.0
104	135	Undirected	11.0
106	135	Undirected	15.0
121	135	Undirected	1.0
133	147	Undirected	7.0
147	184	Undirected	10.0
140	155	Undirected	12.0
57	122	Undirected	41.0
26	45	Undirected	13.0
26	202	Undirected	14.0
45	57	Undirected	8.0
45	202	Undirected	41.0
45	212	Undirected	41.0
57	210	Undirected	7.0
58	202	Undirected	7.0
58	212	Undirected	6.0
121	210	Undirected	5.0
202	210	Undirected	35.0
210	212	Undirected	39.0
2	3	Undirected	35.0
2	83	Undirected	13.0
2	203	Undirected	1.0
3	83	Undirected	5.0
3	203	Undirected	1.0
43	152	Undirected	3.0
83	152	Undirected	6.0
152	203	Undirected	1.0
9	101	Undirected	18.0
9	147	Undirected	60.0
45	121	Undirected	13.0
45	210	Undirected	37.0
54	121	Undirected	30.0
54	197	Undirected	9.0
58	101	Undirected	10.0
58	106	Undirected	32.0
58	184	Undirected	8.0
58	210	Undirected	18.0
101	121	Undirected	6.0
101	142	Undirected	5.0
101	184	Undirected	5.0
101	210	Undirected	9.0
103	122	Undirected	10.0
103	197	Undirected	15.0
106	142	Undirected	19.0
106	210	Undirected	23.0
121	197	Undirected	13.0
122	184	Undirected	22.0
142	184	Undirected	2.0
142	210	Undirected	4.0
147	210	Undirected	27.0
184	210	Undirected	7.0
9	77	Undirected	14.0
9	122	Undirected	9.0
54	184	Undirected	31.0
58	125	Undirected	8.0
77	106	Undirected	10.0
77	125	Undirected	46.0
106	120	Undirected	6.0
106	184	Undirected	25.0
120	182	Undirected	1.0
121	182	Undirected	3.0
122	147	Undirected	10.0
74	202	Undirected	10.0
57	155	Undirected	6.0
69	122	Undirected	17.0
93	122	Undirected	1.0
93	125	Undirected	1.0
93	166	Undirected	15.0
122	166	Undirected	1.0
124	166	Undirected	6.0
165	166	Undirected	21.0
29	124	Undirected	46.0
124	162	Undirected	11.0
54	141	Undirected	11.0
92	103	Undirected	23.0
92	184	Undirected	5.0
103	141	Undirected	53.0
141	184	Undirected	2.0
184	194	Undirected	7.0
51	157	Undirected	15.0
118	157	Undirected	9.0
155	177	Undirected	2.0
157	177	Undirected	2.0
29	157	Undirected	8.0
162	196	Undirected	3.0
19	44	Undirected	11.0
126	208	Undirected	18.0
24	196	Undirected	19.0
20	182	Undirected	6.0
77	182	Undirected	24.0
20	212	Undirected	2.0
184	212	Undirected	15.0
58	103	Undirected	14.0
121	184	Undirected	20.0
58	122	Undirected	34.0
122	150	Undirected	9.0
122	197	Undirected	18.0
125	197	Undirected	8.0
152	197	Undirected	73.0
33	200	Undirected	14.0
37	124	Undirected	16.0
35	57	Undirected	5.0
35	106	Undirected	1.0
35	127	Undirected	9.0
43	78	Undirected	20.0
43	104	Undirected	1.0
43	122	Undirected	7.0
43	172	Undirected	17.0
57	83	Undirected	9.0
57	172	Undirected	2.0
78	104	Undirected	1.0
78	122	Undirected	14.0
78	172	Undirected	27.0
83	106	Undirected	1.0
83	172	Undirected	1.0
104	172	Undirected	1.0
106	172	Undirected	1.0
127	172	Undirected	17.0
57	125	Undirected	25.0
104	125	Undirected	5.0
54	120	Undirected	4.0
120	121	Undirected	7.0
120	184	Undirected	3.0
26	199	Undirected	22.0
35	161	Undirected	2.0
35	210	Undirected	5.0
35	217	Undirected	4.0
52	199	Undirected	24.0
161	210	Undirected	3.0
161	217	Undirected	3.0
199	215	Undirected	3.0
210	215	Undirected	6.0
215	217	Undirected	5.0
44	122	Undirected	22.0
44	133	Undirected	12.0
69	125	Undirected	9.0
122	208	Undirected	19.0
44	58	Undirected	2.0
58	126	Undirected	6.0
20	69	Undirected	9.0
20	208	Undirected	20.0
20	77	Undirected	3.0
20	133	Undirected	37.0
125	184	Undirected	4.0
89	121	Undirected	4.0
90	122	Undirected	4.0
20	122	Undirected	12.0
184	208	Undirected	3.0
19	184	Undirected	3.0
21	77	Undirected	1.0
21	147	Undirected	2.0
21	194	Undirected	2.0
50	133	Undirected	1.0
50	147	Undirected	43.0
50	194	Undirected	41.0
77	136	Undirected	2.0
77	159	Undirected	8.0
133	136	Undirected	19.0
136	147	Undirected	1.0
136	194	Undirected	1.0
159	194	Undirected	17.0
19	106	Undirected	6.0
19	140	Undirected	7.0
61	106	Undirected	1.0
61	122	Undirected	1.0
61	126	Undirected	2.0
69	106	Undirected	5.0
69	140	Undirected	5.0
106	126	Undirected	5.0
133	140	Undirected	28.0
34	118	Undirected	8.0
34	200	Undirected	8.0
51	81	Undirected	1.0
51	124	Undirected	48.0
75	81	Undirected	13.0
75	178	Undirected	2.0
77	81	Undirected	4.0
77	200	Undirected	6.0
81	178	Undirected	1.0
107	118	Undirected	1.0
107	200	Undirected	2.0
126	178	Undirected	17.0
67	111	Undirected	1.0
67	158	Undirected	1.0
106	154	Undirected	2.0
106	182	Undirected	9.0
111	158	Undirected	3.0
147	158	Undirected	10.0
158	182	Undirected	1.0
9	39	Undirected	2.0
9	50	Undirected	12.0
9	120	Undirected	2.0
39	49	Undirected	2.0
39	58	Undirected	1.0
39	92	Undirected	1.0
39	104	Undirected	1.0
39	120	Undirected	2.0
39	147	Undirected	2.0
39	194	Undirected	7.0
49	50	Undirected	1.0
49	92	Undirected	7.0
49	120	Undirected	1.0
49	147	Undirected	16.0
49	194	Undirected	8.0
50	58	Undirected	1.0
50	92	Undirected	58.0
50	106	Undirected	15.0
50	141	Undirected	4.0
50	212	Undirected	1.0
58	104	Undirected	5.0
58	147	Undirected	17.0
65	141	Undirected	2.0
65	173	Undirected	1.0
65	212	Undirected	1.0
92	120	Undirected	1.0
92	173	Undirected	1.0
92	212	Undirected	1.0
103	173	Undirected	1.0
103	212	Undirected	10.0
104	173	Undirected	1.0
104	212	Undirected	2.0
106	173	Undirected	1.0
106	212	Undirected	13.0
120	147	Undirected	4.0
141	147	Undirected	41.0
141	212	Undirected	9.0
173	194	Undirected	1.0
194	212	Undirected	1.0
83	140	Undirected	1.0
83	122	Undirected	21.0
50	182	Undirected	6.0
92	104	Undirected	6.0
92	194	Undirected	58.0
122	196	Undirected	13.0
29	77	Undirected	6.0
29	144	Undirected	12.0
59	77	Undirected	6.0
59	125	Undirected	14.0
77	94	Undirected	3.0
77	144	Undirected	3.0
77	187	Undirected	2.0
94	125	Undirected	7.0
94	187	Undirected	15.0
99	124	Undirected	9.0
99	144	Undirected	19.0
99	187	Undirected	15.0
121	144	Undirected	3.0
121	187	Undirected	11.0
122	179	Undirected	7.0
124	144	Undirected	3.0
124	187	Undirected	12.0
125	179	Undirected	3.0
126	144	Undirected	4.0
126	187	Undirected	14.0
179	187	Undirected	13.0
26	79	Undirected	1.0
26	203	Undirected	10.0
43	126	Undirected	2.0
79	126	Undirected	1.0
126	203	Undirected	17.0
26	92	Undirected	2.0
26	106	Undirected	17.0
26	123	Undirected	1.0
52	92	Undirected	1.0
52	106	Undirected	1.0
52	123	Undirected	1.0
52	176	Undirected	1.0
81	103	Undirected	28.0
81	123	Undirected	1.0
92	119	Undirected	3.0
92	176	Undirected	5.0
103	119	Undirected	13.0
103	176	Undirected	9.0
106	119	Undirected	11.0
106	176	Undirected	17.0
119	123	Undirected	4.0
119	176	Undirected	5.0
123	147	Undirected	2.0
123	199	Undirected	1.0
147	199	Undirected	1.0
43	88	Undirected	33.0
28	44	Undirected	6.0
28	94	Undirected	9.0
28	140	Undirected	7.0
29	44	Undirected	7.0
44	94	Undirected	6.0
44	140	Undirected	10.0
59	124	Undirected	23.0
124	140	Undirected	11.0
75	133	Undirected	2.0
33	37	Undirected	26.0
162	200	Undirected	6.0
99	126	Undirected	12.0
20	126	Undirected	4.0
26	126	Undirected	7.0
3	17	Undirected	1.0
3	95	Undirected	1.0
3	208	Undirected	1.0
17	53	Undirected	1.0
17	100	Undirected	1.0
43	100	Undirected	32.0
53	208	Undirected	1.0
95	208	Undirected	5.0
54	142	Undirected	11.0
82	171	Undirected	10.0
142	171	Undirected	4.0
28	160	Undirected	2.0
9	210	Undirected	13.0
101	106	Undirected	34.0
103	210	Undirected	15.0
197	210	Undirected	10.0
125	152	Undirected	8.0
19	75	Undirected	2.0
19	99	Undirected	2.0
19	125	Undirected	16.0
19	179	Undirected	2.0
19	196	Undirected	7.0
19	203	Undirected	4.0
28	59	Undirected	18.0
28	124	Undirected	23.0
28	196	Undirected	11.0
28	203	Undirected	11.0
29	100	Undirected	12.0
29	200	Undirected	17.0
59	75	Undirected	10.0
59	187	Undirected	21.0
75	100	Undirected	2.0
75	144	Undirected	3.0
75	187	Undirected	11.0
75	200	Undirected	8.0
94	124	Undirected	23.0
99	203	Undirected	11.0
100	187	Undirected	2.0
100	203	Undirected	2.0
124	203	Undirected	14.0
125	196	Undirected	14.0
126	179	Undirected	7.0
144	203	Undirected	3.0
179	200	Undirected	3.0
187	200	Undirected	2.0
196	200	Undirected	4.0
200	203	Undirected	2.0
14	124	Undirected	4.0
26	35	Undirected	5.0
91	124	Undirected	35.0
14	28	Undirected	3.0
14	94	Undirected	4.0
14	100	Undirected	1.0
14	140	Undirected	4.0
14	162	Undirected	1.0
14	187	Undirected	2.0
14	200	Undirected	1.0
19	26	Undirected	4.0
19	144	Undirected	2.0
19	200	Undirected	17.0
26	29	Undirected	6.0
26	94	Undirected	4.0
26	100	Undirected	1.0
26	140	Undirected	5.0
26	162	Undirected	1.0
26	187	Undirected	3.0
26	200	Undirected	1.0
28	75	Undirected	11.0
28	144	Undirected	3.0
28	187	Undirected	9.0
29	75	Undirected	16.0
59	100	Undirected	3.0
59	200	Undirected	7.0
75	124	Undirected	18.0
91	100	Undirected	1.0
91	162	Undirected	3.0
91	200	Undirected	3.0
91	217	Undirected	20.0
94	217	Undirected	4.0
99	162	Undirected	2.0
99	200	Undirected	3.0
100	140	Undirected	3.0
100	162	Undirected	1.0
100	200	Undirected	9.0
124	217	Undirected	6.0
140	162	Undirected	2.0
140	200	Undirected	2.0
144	162	Undirected	1.0
144	196	Undirected	4.0
162	179	Undirected	1.0
162	217	Undirected	1.0
179	217	Undirected	2.0
187	203	Undirected	7.0
196	217	Undirected	3.0
203	217	Undirected	12.0
19	94	Undirected	8.0
33	100	Undirected	1.0
94	100	Undirected	5.0
100	194	Undirected	3.0
126	194	Undirected	3.0
135	150	Undirected	7.0
9	134	Undirected	6.0
9	186	Undirected	8.0
103	134	Undirected	6.0
103	186	Undirected	8.0
106	134	Undirected	6.0
106	149	Undirected	4.0
106	188	Undirected	4.0
134	147	Undirected	5.0
134	186	Undirected	2.0
143	147	Undirected	5.0
143	188	Undirected	3.0
147	186	Undirected	3.0
149	186	Undirected	2.0
186	188	Undirected	2.0
50	56	Undirected	1.0
56	92	Undirected	3.0
56	106	Undirected	5.0
56	147	Undirected	7.0
