Source,Target,Type,Weight
157,165,Undirected,1.0
157,189,Undirected,1.0
165,203,Undirected,1.0
189,203,Undirected,1.0
2,21,Undirected,1.0
2,129,Undirected,1.0
2,218,Undirected,1.0
21,56,Undirected,2.0
21,129,Undirected,70.0
21,132,Undirected,23.0
21,165,Undirected,3.0
21,189,Undirected,1.0
21,218,Undirected,1.0
56,129,Undirected,15.0
56,132,Undirected,3.0
56,218,Undirected,5.0
129,132,Undirected,76.0
129,165,Undirected,16.0
129,189,Undirected,1.0
129,218,Undirected,1.0
132,165,Undirected,1.0
132,189,Undirected,1.0
132,218,Undirected,1.0
165,218,Undirected,1.0
189,218,Undirected,1.0
2,94,Undirected,2.0
94,165,Undirected,2.0
2,220,Undirected,1.0
107,220,Undirected,13.0
132,220,Undirected,4.0
3,57,Undirected,4.0
3,10,Undirected,1.0
3,190,Undirected,4.0
3,218,Undirected,2.0
10,57,Undirected,38.0
10,127,Undirected,13.0
10,190,Undirected,49.0
10,218,Undirected,7.0
57,218,Undirected,8.0
127,218,Undirected,1.0
190,218,Undirected,7.0
3,219,Undirected,33.0
3,225,Undirected,3.0
219,225,Undirected,4.0
3,111,Undirected,10.0
3,118,Undirected,3.0
3,130,Undirected,14.0
3,132,Undirected,11.0
3,138,Undirected,9.0
3,160,Undirected,2.0
111,118,Undirected,5.0
111,130,Undirected,20.0
111,138,Undirected,39.0
111,160,Undirected,16.0
118,127,Undirected,22.0
118,130,Undirected,6.0
118,132,Undirected,12.0
118,138,Undirected,14.0
118,160,Undirected,44.0
127,130,Undirected,192.0
127,138,Undirected,53.0
127,160,Undirected,37.0
130,132,Undirected,60.0
130,138,Undirected,24.0
130,160,Undirected,26.0
132,138,Undirected,20.0
132,160,Undirected,11.0
138,160,Undirected,17.0
3,155,Undirected,4.0
3,203,Undirected,2.0
111,155,Undirected,3.0
111,157,Undirected,4.0
111,203,Undirected,11.0
127,157,Undirected,15.0
127,203,Undirected,29.0
130,155,Undirected,11.0
130,157,Undirected,11.0
130,203,Undirected,11.0
132,157,Undirected,2.0
132,203,Undirected,5.0
138,155,Undirected,33.0
138,157,Undirected,43.0
138,203,Undirected,32.0
3,131,Undirected,3.0
87,130,Undirected,21.0
87,131,Undirected,8.0
87,138,Undirected,8.0
111,131,Undirected,23.0
130,131,Undirected,85.0
131,132,Undirected,21.0
131,138,Undirected,28.0
56,103,Undirected,4.0
56,145,Undirected,12.0
92,103,Undirected,12.0
103,145,Undirected,51.0
103,149,Undirected,22.0
145,149,Undirected,25.0
46,145,Undirected,15.0
46,155,Undirected,5.0
46,157,Undirected,3.0
92,155,Undirected,9.0
92,157,Undirected,1.0
145,155,Undirected,3.0
145,157,Undirected,2.0
149,155,Undirected,3.0
149,157,Undirected,1.0
46,84,Undirected,2.0
56,84,Undirected,6.0
84,92,Undirected,2.0
84,145,Undirected,4.0
84,149,Undirected,4.0
3,82,Undirected,2.0
3,177,Undirected,1.0
82,177,Undirected,34.0
3,78,Undirected,5.0
78,85,Undirected,4.0
78,103,Undirected,7.0
61,103,Undirected,4.0
56,219,Undirected,3.0
92,219,Undirected,1.0
155,219,Undirected,2.0
85,219,Undirected,46.0
3,28,Undirected,5.0
3,102,Undirected,2.0
3,205,Undirected,2.0
28,85,Undirected,46.0
28,102,Undirected,30.0
28,205,Undirected,37.0
28,219,Undirected,52.0
85,102,Undirected,13.0
85,205,Undirected,19.0
102,205,Undirected,47.0
205,219,Undirected,24.0
3,55,Undirected,6.0
28,55,Undirected,20.0
55,85,Undirected,15.0
55,102,Undirected,11.0
55,205,Undirected,28.0
55,219,Undirected,20.0
3,110,Undirected,3.0
3,146,Undirected,3.0
3,182,Undirected,3.0
28,62,Undirected,14.0
28,110,Undirected,23.0
28,146,Undirected,17.0
28,182,Undirected,14.0
28,217,Undirected,36.0
62,110,Undirected,48.0
62,146,Undirected,22.0
62,182,Undirected,14.0
62,217,Undirected,31.0
62,219,Undirected,6.0
110,146,Undirected,125.0
110,182,Undirected,32.0
110,217,Undirected,40.0
110,219,Undirected,20.0
146,182,Undirected,21.0
146,217,Undirected,22.0
146,219,Undirected,14.0
182,217,Undirected,13.0
182,219,Undirected,4.0
217,219,Undirected,69.0
84,219,Undirected,6.0
149,219,Undirected,1.0
3,83,Undirected,1.0
56,83,Undirected,4.0
83,218,Undirected,6.0
83,219,Undirected,2.0
218,219,Undirected,1.0
28,208,Undirected,19.0
62,85,Undirected,13.0
62,208,Undirected,7.0
85,110,Undirected,24.0
85,146,Undirected,14.0
85,182,Undirected,4.0
85,208,Undirected,91.0
85,217,Undirected,27.0
110,208,Undirected,14.0
146,208,Undirected,9.0
182,208,Undirected,4.0
208,217,Undirected,60.0
208,219,Undirected,72.0
85,127,Undirected,34.0
85,130,Undirected,19.0
85,131,Undirected,18.0
127,131,Undirected,91.0
127,219,Undirected,1.0
130,219,Undirected,1.0
131,219,Undirected,1.0
3,47,Undirected,3.0
28,47,Undirected,19.0
28,155,Undirected,1.0
28,203,Undirected,2.0
47,62,Undirected,12.0
47,110,Undirected,28.0
47,146,Undirected,8.0
47,155,Undirected,58.0
47,182,Undirected,3.0
47,203,Undirected,41.0
47,217,Undirected,64.0
47,219,Undirected,75.0
62,203,Undirected,24.0
110,155,Undirected,6.0
110,203,Undirected,58.0
146,155,Undirected,2.0
146,203,Undirected,16.0
155,182,Undirected,1.0
155,217,Undirected,1.0
182,203,Undirected,2.0
203,217,Undirected,19.0
203,219,Undirected,4.0
3,97,Undirected,12.0
3,170,Undirected,12.0
3,171,Undirected,12.0
97,170,Undirected,26.0
97,171,Undirected,19.0
3,13,Undirected,2.0
3,26,Undirected,1.0
13,26,Undirected,1.0
13,97,Undirected,4.0
13,118,Undirected,3.0
13,170,Undirected,7.0
13,171,Undirected,2.0
26,97,Undirected,1.0
97,118,Undirected,2.0
84,97,Undirected,2.0
84,170,Undirected,3.0
84,171,Undirected,2.0
3,129,Undirected,5.0
97,129,Undirected,7.0
129,170,Undirected,8.0
129,171,Undirected,6.0
97,200,Undirected,2.0
170,200,Undirected,2.0
171,200,Undirected,1.0
3,88,Undirected,1.0
3,224,Undirected,1.0
88,92,Undirected,1.0
88,224,Undirected,5.0
92,224,Undirected,2.0
3,43,Undirected,1.0
3,210,Undirected,1.0
43,57,Undirected,1.0
43,190,Undirected,6.0
43,210,Undirected,1.0
57,210,Undirected,7.0
190,210,Undirected,2.0
3,90,Undirected,2.0
3,106,Undirected,2.0
3,124,Undirected,2.0
3,199,Undirected,2.0
47,55,Undirected,5.0
47,90,Undirected,27.0
47,106,Undirected,27.0
47,124,Undirected,51.0
47,199,Undirected,27.0
47,208,Undirected,74.0
55,90,Undirected,2.0
55,106,Undirected,2.0
55,124,Undirected,3.0
55,199,Undirected,2.0
55,208,Undirected,5.0
55,217,Undirected,12.0
90,106,Undirected,27.0
90,124,Undirected,27.0
90,199,Undirected,27.0
90,208,Undirected,27.0
90,217,Undirected,27.0
90,219,Undirected,27.0
106,124,Undirected,27.0
106,199,Undirected,27.0
106,208,Undirected,27.0
106,217,Undirected,27.0
106,219,Undirected,27.0
124,199,Undirected,27.0
124,208,Undirected,51.0
124,217,Undirected,52.0
124,219,Undirected,51.0
199,208,Undirected,27.0
199,217,Undirected,27.0
199,219,Undirected,27.0
56,130,Undirected,6.0
84,129,Undirected,37.0
84,130,Undirected,19.0
129,130,Undirected,139.0
45,111,Undirected,11.0
56,85,Undirected,3.0
56,111,Undirected,1.0
85,111,Undirected,6.0
3,126,Undirected,1.0
56,126,Undirected,2.0
61,126,Undirected,38.0
61,129,Undirected,21.0
61,130,Undirected,33.0
126,129,Undirected,42.0
126,130,Undirected,86.0
127,129,Undirected,77.0
87,165,Undirected,1.0
3,18,Undirected,1.0
3,99,Undirected,1.0
3,215,Undirected,1.0
18,45,Undirected,1.0
18,56,Undirected,1.0
18,99,Undirected,12.0
18,104,Undirected,1.0
18,215,Undirected,10.0
45,99,Undirected,1.0
45,215,Undirected,1.0
56,99,Undirected,1.0
56,215,Undirected,3.0
99,104,Undirected,1.0
99,215,Undirected,6.0
104,215,Undirected,1.0
45,82,Undirected,25.0
56,82,Undirected,1.0
82,92,Undirected,5.0
82,104,Undirected,1.0
56,131,Undirected,12.0
4,6,Undirected,3.0
5,184,Undirected,2.0
136,184,Undirected,4.0
5,96,Undirected,5.0
96,120,Undirected,9.0
96,134,Undirected,6.0
96,184,Undirected,8.0
120,184,Undirected,1.0
134,184,Undirected,1.0
5,26,Undirected,1.0
5,46,Undirected,2.0
26,46,Undirected,38.0
26,56,Undirected,3.0
26,203,Undirected,8.0
46,203,Undirected,8.0
5,127,Undirected,7.0
127,134,Undirected,1.0
5,213,Undirected,8.0
56,213,Undirected,8.0
120,213,Undirected,8.0
134,213,Undirected,8.0
135,213,Undirected,8.0
136,213,Undirected,8.0
155,213,Undirected,10.0
157,213,Undirected,8.0
203,213,Undirected,14.0
5,57,Undirected,1.0
5,62,Undirected,1.0
62,127,Undirected,40.0
5,110,Undirected,7.0
5,141,Undirected,1.0
110,141,Undirected,9.0
141,203,Undirected,12.0
5,47,Undirected,1.0
5,138,Undirected,1.0
47,56,Undirected,7.0
47,120,Undirected,1.0
47,136,Undirected,1.0
47,138,Undirected,32.0
47,157,Undirected,40.0
56,138,Undirected,5.0
120,138,Undirected,1.0
134,138,Undirected,2.0
136,138,Undirected,1.0
96,136,Undirected,1.0
5,153,Undirected,1.0
96,153,Undirected,13.0
56,110,Undirected,1.0
110,120,Undirected,8.0
110,134,Undirected,1.0
110,135,Undirected,8.0
110,136,Undirected,1.0
110,157,Undirected,7.0
5,85,Undirected,1.0
85,120,Undirected,1.0
85,134,Undirected,1.0
85,136,Undirected,1.0
85,155,Undirected,2.0
85,157,Undirected,2.0
85,203,Undirected,9.0
6,129,Undirected,31.0
6,131,Undirected,32.0
129,131,Undirected,310.0
6,71,Undirected,21.0
6,111,Undirected,57.0
71,111,Undirected,9.0
6,31,Undirected,22.0
6,35,Undirected,31.0
6,36,Undirected,27.0
6,63,Undirected,2.0
6,81,Undirected,12.0
6,127,Undirected,13.0
6,165,Undirected,1.0
6,190,Undirected,4.0
6,210,Undirected,3.0
6,211,Undirected,2.0
6,224,Undirected,3.0
31,35,Undirected,18.0
31,36,Undirected,29.0
31,63,Undirected,87.0
31,71,Undirected,2.0
31,81,Undirected,6.0
31,111,Undirected,15.0
31,127,Undirected,28.0
31,129,Undirected,58.0
31,131,Undirected,54.0
31,165,Undirected,12.0
31,190,Undirected,2.0
31,210,Undirected,15.0
31,211,Undirected,1.0
31,224,Undirected,7.0
35,36,Undirected,29.0
35,63,Undirected,7.0
35,71,Undirected,6.0
35,81,Undirected,10.0
35,111,Undirected,20.0
35,127,Undirected,8.0
35,129,Undirected,38.0
35,131,Undirected,34.0
35,165,Undirected,8.0
35,190,Undirected,3.0
35,210,Undirected,3.0
35,211,Undirected,2.0
35,224,Undirected,2.0
36,63,Undirected,7.0
36,71,Undirected,3.0
36,81,Undirected,11.0
36,111,Undirected,12.0
36,127,Undirected,4.0
36,129,Undirected,29.0
36,131,Undirected,46.0
36,165,Undirected,1.0
36,190,Undirected,5.0
36,210,Undirected,7.0
36,211,Undirected,2.0
36,224,Undirected,2.0
63,71,Undirected,1.0
63,81,Undirected,6.0
63,111,Undirected,4.0
63,127,Undirected,76.0
63,129,Undirected,25.0
63,131,Undirected,31.0
63,165,Undirected,34.0
63,190,Undirected,3.0
63,210,Undirected,11.0
63,211,Undirected,1.0
63,224,Undirected,13.0
71,81,Undirected,13.0
71,127,Undirected,7.0
71,129,Undirected,1.0
71,131,Undirected,1.0
71,165,Undirected,1.0
71,190,Undirected,11.0
71,210,Undirected,1.0
71,211,Undirected,6.0
71,224,Undirected,1.0
81,129,Undirected,38.0
81,131,Undirected,58.0
81,165,Undirected,2.0
81,190,Undirected,7.0
81,210,Undirected,5.0
81,211,Undirected,8.0
81,224,Undirected,2.0
111,129,Undirected,37.0
111,165,Undirected,3.0
111,190,Undirected,17.0
111,210,Undirected,3.0
111,211,Undirected,2.0
111,224,Undirected,7.0
127,165,Undirected,20.0
127,210,Undirected,10.0
127,211,Undirected,2.0
127,224,Undirected,5.0
129,190,Undirected,2.0
129,210,Undirected,4.0
129,211,Undirected,1.0
129,224,Undirected,6.0
131,165,Undirected,7.0
131,190,Undirected,2.0
131,210,Undirected,8.0
131,211,Undirected,1.0
131,224,Undirected,8.0
165,190,Undirected,1.0
165,210,Undirected,1.0
165,211,Undirected,1.0
165,224,Undirected,3.0
190,211,Undirected,2.0
190,224,Undirected,7.0
210,211,Undirected,1.0
210,224,Undirected,25.0
211,224,Undirected,1.0
6,10,Undirected,3.0
6,57,Undirected,1.0
6,96,Undirected,3.0
6,107,Undirected,2.0
6,146,Undirected,2.0
6,147,Undirected,2.0
6,200,Undirected,2.0
10,35,Undirected,3.0
10,96,Undirected,93.0
10,107,Undirected,145.0
10,111,Undirected,12.0
10,129,Undirected,6.0
10,146,Undirected,40.0
10,147,Undirected,15.0
10,200,Undirected,45.0
35,57,Undirected,3.0
35,96,Undirected,1.0
35,107,Undirected,1.0
35,146,Undirected,1.0
35,147,Undirected,1.0
35,200,Undirected,4.0
57,96,Undirected,24.0
57,107,Undirected,18.0
57,111,Undirected,3.0
57,129,Undirected,2.0
57,146,Undirected,18.0
57,147,Undirected,14.0
57,200,Undirected,10.0
96,107,Undirected,37.0
96,111,Undirected,3.0
96,129,Undirected,5.0
96,146,Undirected,36.0
96,147,Undirected,23.0
96,200,Undirected,89.0
107,129,Undirected,1.0
107,146,Undirected,103.0
107,147,Undirected,14.0
107,200,Undirected,37.0
111,146,Undirected,4.0
111,147,Undirected,1.0
111,200,Undirected,4.0
129,146,Undirected,1.0
129,147,Undirected,1.0
129,200,Undirected,7.0
146,147,Undirected,12.0
146,200,Undirected,16.0
147,200,Undirected,16.0
6,98,Undirected,18.0
98,127,Undirected,9.0
6,84,Undirected,5.0
6,160,Undirected,30.0
31,84,Undirected,19.0
31,98,Undirected,72.0
31,160,Undirected,16.0
84,98,Undirected,6.0
84,160,Undirected,15.0
98,129,Undirected,25.0
98,160,Undirected,6.0
129,160,Undirected,33.0
6,24,Undirected,2.0
6,39,Undirected,11.0
6,79,Undirected,16.0
6,87,Undirected,5.0
35,39,Undirected,32.0
35,79,Undirected,12.0
35,87,Undirected,1.0
36,39,Undirected,23.0
36,79,Undirected,16.0
36,87,Undirected,1.0
39,79,Undirected,11.0
39,87,Undirected,1.0
39,129,Undirected,20.0
39,131,Undirected,23.0
79,87,Undirected,1.0
79,129,Undirected,23.0
79,131,Undirected,33.0
87,129,Undirected,33.0
6,167,Undirected,5.0
35,167,Undirected,19.0
36,167,Undirected,8.0
39,111,Undirected,1.0
39,167,Undirected,3.0
79,111,Undirected,5.0
79,167,Undirected,8.0
111,167,Undirected,17.0
129,167,Undirected,14.0
131,167,Undirected,11.0
6,34,Undirected,20.0
34,98,Undirected,8.0
6,152,Undirected,4.0
111,152,Undirected,7.0
6,130,Undirected,10.0
6,171,Undirected,1.0
111,171,Undirected,2.0
130,152,Undirected,4.0
130,171,Undirected,3.0
152,171,Undirected,1.0
6,19,Undirected,10.0
6,73,Undirected,7.0
19,73,Undirected,12.0
6,193,Undirected,2.0
36,193,Undirected,3.0
167,193,Undirected,2.0
6,138,Undirected,33.0
6,123,Undirected,5.0
6,206,Undirected,7.0
36,123,Undirected,9.0
36,206,Undirected,11.0
39,123,Undirected,3.0
39,206,Undirected,10.0
79,123,Undirected,5.0
79,206,Undirected,10.0
123,131,Undirected,52.0
123,206,Undirected,17.0
131,206,Undirected,34.0
6,86,Undirected,6.0
6,95,Undirected,8.0
6,209,Undirected,3.0
79,86,Undirected,17.0
79,95,Undirected,23.0
79,209,Undirected,15.0
86,95,Undirected,38.0
86,111,Undirected,19.0
86,209,Undirected,32.0
95,111,Undirected,21.0
95,209,Undirected,51.0
111,209,Undirected,2.0
19,34,Undirected,12.0
19,36,Undirected,15.0
34,36,Undirected,8.0
6,18,Undirected,7.0
6,47,Undirected,4.0
6,99,Undirected,5.0
6,141,Undirected,9.0
6,155,Undirected,5.0
6,203,Undirected,10.0
6,213,Undirected,3.0
6,215,Undirected,9.0
18,19,Undirected,4.0
18,34,Undirected,10.0
18,47,Undirected,7.0
18,141,Undirected,12.0
18,155,Undirected,2.0
18,203,Undirected,6.0
18,213,Undirected,7.0
19,47,Undirected,2.0
19,99,Undirected,3.0
19,141,Undirected,4.0
19,155,Undirected,2.0
19,203,Undirected,5.0
19,213,Undirected,3.0
19,215,Undirected,3.0
34,47,Undirected,2.0
34,99,Undirected,8.0
34,141,Undirected,10.0
34,155,Undirected,2.0
34,203,Undirected,6.0
34,213,Undirected,6.0
34,215,Undirected,4.0
47,99,Undirected,3.0
47,141,Undirected,34.0
47,213,Undirected,9.0
47,215,Undirected,3.0
99,141,Undirected,8.0
99,155,Undirected,2.0
99,203,Undirected,6.0
99,213,Undirected,7.0
141,155,Undirected,28.0
141,213,Undirected,8.0
141,215,Undirected,8.0
155,215,Undirected,3.0
203,215,Undirected,2.0
213,215,Undirected,3.0
6,16,Undirected,9.0
6,46,Undirected,4.0
6,110,Undirected,9.0
6,174,Undirected,1.0
16,18,Undirected,4.0
16,19,Undirected,1.0
16,34,Undirected,4.0
16,46,Undirected,4.0
16,47,Undirected,1.0
16,99,Undirected,4.0
16,110,Undirected,4.0
16,138,Undirected,8.0
16,141,Undirected,4.0
16,155,Undirected,1.0
16,174,Undirected,4.0
16,203,Undirected,4.0
16,213,Undirected,4.0
16,215,Undirected,1.0
18,46,Undirected,4.0
18,110,Undirected,10.0
18,138,Undirected,11.0
18,174,Undirected,5.0
19,46,Undirected,12.0
19,110,Undirected,5.0
19,138,Undirected,5.0
19,174,Undirected,1.0
34,46,Undirected,9.0
34,110,Undirected,5.0
34,138,Undirected,7.0
34,174,Undirected,4.0
46,47,Undirected,2.0
46,99,Undirected,4.0
46,110,Undirected,9.0
46,138,Undirected,14.0
46,141,Undirected,5.0
46,174,Undirected,4.0
46,213,Undirected,4.0
46,215,Undirected,9.0
47,174,Undirected,5.0
99,110,Undirected,4.0
99,138,Undirected,5.0
99,174,Undirected,5.0
110,138,Undirected,47.0
110,174,Undirected,6.0
110,213,Undirected,4.0
110,215,Undirected,1.0
138,141,Undirected,38.0
138,174,Undirected,4.0
138,213,Undirected,4.0
138,215,Undirected,59.0
141,174,Undirected,8.0
155,174,Undirected,1.0
174,203,Undirected,4.0
174,213,Undirected,6.0
174,215,Undirected,2.0
6,28,Undirected,4.0
6,55,Undirected,1.0
6,85,Undirected,5.0
6,102,Undirected,2.0
6,205,Undirected,1.0
28,111,Undirected,6.0
55,111,Undirected,1.0
111,205,Undirected,2.0
6,61,Undirected,2.0
35,61,Undirected,3.0
35,130,Undirected,6.0
61,131,Undirected,14.0
6,118,Undirected,5.0
6,145,Undirected,5.0
6,161,Undirected,3.0
6,162,Undirected,17.0
16,35,Undirected,8.0
16,71,Undirected,5.0
16,81,Undirected,13.0
16,118,Undirected,5.0
16,145,Undirected,4.0
16,160,Undirected,10.0
16,161,Undirected,4.0
16,162,Undirected,13.0
35,118,Undirected,7.0
35,145,Undirected,5.0
35,160,Undirected,9.0
35,161,Undirected,7.0
35,162,Undirected,17.0
71,118,Undirected,10.0
71,145,Undirected,14.0
71,160,Undirected,32.0
71,161,Undirected,10.0
71,162,Undirected,17.0
81,118,Undirected,12.0
81,145,Undirected,13.0
81,160,Undirected,26.0
81,161,Undirected,6.0
81,162,Undirected,41.0
118,145,Undirected,10.0
118,161,Undirected,36.0
118,162,Undirected,33.0
145,160,Undirected,12.0
145,161,Undirected,10.0
145,162,Undirected,14.0
160,161,Undirected,24.0
160,162,Undirected,71.0
161,162,Undirected,26.0
6,202,Undirected,2.0
16,130,Undirected,1.0
16,202,Undirected,1.0
35,202,Undirected,2.0
81,130,Undirected,56.0
81,202,Undirected,13.0
130,162,Undirected,36.0
130,202,Undirected,24.0
160,202,Undirected,17.0
162,202,Undirected,36.0
35,138,Undirected,3.0
71,138,Undirected,28.0
