Id,Label,Num,Val
89,evolution & populations,1,1190209
90,fluid dynamics,61,51953657
91,food processing,4,7452606
92,food structure/composition,3,5141921
93,fuel cell technologies,28,41944010
94,fundamentals of computing,175,140728848
95,fusion,9,190002289
96,gas & solution phase reactions,40,47267022
97,genomics,5,24454128
98,geohazards,1,246258
99,governance,2,1097691
100,ground engineering,33,32605304
101,heat & mass transfer,27,37435379
102,high performance computing,27,8615102
103,human communication in ict,23,26806703
104,human geography (general),1,3567862
105,human-computer interactions,147,193369943
106,image & vision computing,74,116964229
107,industrial-org/occupational,1,3793546
108,information & knowledge mgmt,141,211234642
109,instrumentation eng. & dev.,65,68148151
110,intelligent & expert systems,5,9297777
111,intelligent measurement sys.,1,4956495
112,international law,1,1975496
113,international relations theory,1,3489111
114,knowledge management,2,1056671
115,land - ocean interactions,1,1415336
116,lasers & optics,24,59840920
117,light-matter interactions,25,35116928
118,logic & combinatorics,43,24297595
119,macro-molecular delivery,3,7026191
120,macroeconomics,1,4000602
121,magnetism/magnetic phenomena,74,61078943
122,management & business studies,8,17784633
123,manufact. business strategy,10,11140214
124,manufact. enterprise ops& mgmt,65,119063980
125,manufacturing machine & plant,196,273265770
126,marketing,2,1015702
127,materials characterisation,270,350845612
128,materials processing,108,203775655
129,materials synthesis & growth,273,305344034
130,materials testing & eng.,57,94707839
131,mathematical & statistic psych,2,1117398
132,mathematical analysis,86,56207447
133,mathematical aspects of or,24,36307556
134,mathematical physics,38,27981443
135,mech. & fluid power transmiss.,1,514747
136,med.instrument.device& equip.,155,192497214
137,media & communication studies,3,12545468
138,medical imaging,60,73682425
139,medical science & disease,30,56249992
140,mental health,1,294021
141,microbiology,1,404819
142,microeconomic theory,2,842950
143,microsystems,36,57061520
144,mobile computing,46,67914107
145,modelling & simul. of it sys.,13,21688225
146,multimedia,8,31132743
147,multiphase flow,25,24773814
148,music & acoustic technology,19,28310628
149,musical performance,1,5971211
150,networks & distributed systems,110,177563885
151,new & emerging comp. paradigms,7,17376463
152,new media/web-based studies,4,25232837
153,non-linear systems mathematics,62,75268389
154,novel industrial products,1,7174439
155,numerical analysis,68,68652593
156,oil & gas extraction,2,2642452
157,optical communications,25,60200016
158,optical devices & subsystems,53,99280018
159,optical phenomena,13,24315772
160,optoelect. devices & circuits,54,117816421
161,organisational studies,5,5952437
162,parallel computing,11,12635358
163,particle technology,26,32455830
164,pavement engineering,3,10890078
165,physical organic chemistry,27,20341238
166,plant physiology,2,1198745
167,plant responses to environment,1,1190209
168,plasmas - laser & fusion,38,32160232
169,plasmas - technological,8,10160650
170,political geography,2,7455498
171,pollution,1,6531178
172,population ecology,3,16690970
173,power electronics,2,2270158
174,power sys man, prot & control,5,2609392
175,power systems plant,2,3941441
176,product design,1,5965328
177,protein chemistry,2,389453
178,protein engineering,1,1015843
179,protein folding / misfolding,1,458233
180,psychology,8,9857802
181,quantum fluids & solids,12,12041645
182,quantum optics & information,68,99752497
183,reactor engineering,21,20306317
184,regional & extreme weather,2,2750487
185,research approaches,1,691643
186,rf & microwave technology,81,71900374
187,rheology,11,4582687
188,robotics & autonomy,77,93009453
189,scattering & spectroscopy,3,7558809
190,science & technology studies,1,2667741
191,separation processes,18,18158126
192,social anthropology,2,6771898
193,social policy,3,1942868
194,social psychology,6,4160146
195,social stats., comp. & methods,1,3444605
196,social theory,1,775542
197,sociology,1,3567862
198,software engineering,87,92094590
199,soil science,6,2458999
200,solar technology,61,40262413
201,statistics & appl. probability,120,200779552
202,structural biology,2,524187
203,structural engineering,35,38256069
204,surfaces & interfaces,36,33940347
205,survey & monitoring,1,246258
206,sustainable energy networks,62,91222489
207,sustainable energy vectors,31,63410664
208,synthetic biology,30,52068052
209,system on chip,6,12898174
210,systems neuroscience,1,100803
211,theoretical biology,8,32975270
212,time-based media htp,1,6358107
213,tissue engineering,46,85152510
214,tools for the biosciences,3,4221581
215,transport ops & management,37,60741338
216,underwater engineering,6,7492407
217,urban & land management,39,73439680
218,vision & senses - ict appl.,29,25991424
219,vlsi design,4,7404543
220,waste management,6,12104515
221,waste minimisation,6,8717814
222,water engineering,35,64215111
223,wind power,17,27401527
